tx_id,gene_id
ENST00000337554,ENSG00000100300
ENST00000583777,ENSG00000100300
ENST00000472378,ENSG00000100300
ENST00000428336,ENSG00000100300
ENST00000329563,ENSG00000100300
ENST00000396265,ENSG00000100300
ENST00000331035,ENSG00000185291
ENST00000432757,ENSG00000185291
ENST00000381469,ENSG00000185291
ENST00000634460,ENSG00000282835
ENST00000218867,ENSG00000102683
ENST00000585916,ENSG00000078043
ENST00000398654,ENSG00000078043
ENST00000324794,ENSG00000078043
ENST00000545673,ENSG00000078043
ENST00000592212,ENSG00000078043
ENST00000590127,ENSG00000078043
ENST00000592011,ENSG00000078043
ENST00000591865,ENSG00000078043
ENST00000589819,ENSG00000078043
ENST00000589917,ENSG00000078043
ENST00000586953,ENSG00000078043
ENST00000592221,ENSG00000078043
ENST00000587810,ENSG00000078043
ENST00000586170,ENSG00000078043
ENST00000586634,ENSG00000078043
ENST00000590944,ENSG00000078043
ENST00000634246,ENSG00000283018
ENST00000635592,ENSG00000283018
ENST00000634704,ENSG00000283018
ENST00000634400,ENSG00000283018
ENST00000634982,ENSG00000282954
ENST00000634554,ENSG00000282954
ENST00000635115,ENSG00000282954
ENST00000635610,ENSG00000282954
ENST00000634720,ENSG00000282954
ENST00000634917,ENSG00000282954
ENST00000635016,ENSG00000282954
ENST00000710400,ENSG00000292260
ENST00000710401,ENSG00000292260
ENST00000710402,ENSG00000292260
ENST00000710403,ENSG00000292260
ENST00000710404,ENSG00000292260
ENST00000710405,ENSG00000292260
ENST00000710406,ENSG00000292260
ENST00000710407,ENSG00000292260
ENST00000710408,ENSG00000292260
ENST00000710409,ENSG00000292260
ENST00000710410,ENSG00000292260
ENST00000710411,ENSG00000292260
ENST00000449987,ENSG00000139746
ENST00000267229,ENSG00000139746
ENST00000438737,ENSG00000139746
ENST00000461008,ENSG00000139746
ENST00000472143,ENSG00000139746
ENST00000438724,ENSG00000139746
ENST00000622611,ENSG00000139746
ENST00000634448,ENSG00000282902
ENST00000635222,ENSG00000282902
ENST00000634800,ENSG00000283082
ENST00000634993,ENSG00000283082
ENST00000381297,ENSG00000182162
ENST00000460672,ENSG00000182162
ENST00000291526,ENSG00000160181
ENST00000463771,ENSG00000160181
ENST00000475297,ENSG00000160181
ENST00000291527,ENSG00000160182
ENST00000381401,ENSG00000169100
ENST00000475167,ENSG00000169100
ENST00000484026,ENSG00000169100
ENST00000307221,ENSG00000172404
ENST00000433957,ENSG00000160183
ENST00000476848,ENSG00000160183
ENST00000474596,ENSG00000160183
ENST00000482761,ENSG00000160183
ENST00000398405,ENSG00000160183
ENST00000644384,ENSG00000160183
ENST00000652415,ENSG00000160183
ENST00000398397,ENSG00000160183
ENST00000478680,ENSG00000160183
ENST00000380714,ENSG00000125363
ENST00000380712,ENSG00000125363
ENST00000348912,ENSG00000125363
ENST00000266269,ENSG00000100105
ENST00000405309,ENSG00000100105
ENST00000351933,ENSG00000100105
ENST00000494109,ENSG00000100105
ENST00000465287,ENSG00000100105
ENST00000215919,ENSG00000100105
ENST00000646441,ENSG00000125266
ENST00000643990,ENSG00000125266
ENST00000588183,ENSG00000167220
ENST00000300605,ENSG00000167220
ENST00000588861,ENSG00000167220
ENST00000587841,ENSG00000167220
ENST00000590815,ENSG00000167220
ENST00000591480,ENSG00000167220
ENST00000586546,ENSG00000167220
ENST00000590481,ENSG00000167220
ENST00000588940,ENSG00000167220
ENST00000591268,ENSG00000167220
ENST00000587388,ENSG00000167220
ENST00000592591,ENSG00000167220
ENST00000591671,ENSG00000167220
ENST00000381241,ENSG00000196433
ENST00000381229,ENSG00000196433
ENST00000381233,ENSG00000196433
ENST00000509780,ENSG00000196433
ENST00000432523,ENSG00000196433
ENST00000337343,ENSG00000102780
ENST00000261491,ENSG00000102780
ENST00000611224,ENSG00000102780
ENST00000628433,ENSG00000102780
ENST00000627777,ENSG00000102780
ENST00000626247,ENSG00000102780
ENST00000536612,ENSG00000102780
ENST00000498255,ENSG00000102780
ENST00000489851,ENSG00000102780
ENST00000379274,ENSG00000102780
ENST00000709304,ENSG00000291948
ENST00000709305,ENSG00000291948
ENST00000709306,ENSG00000291948
ENST00000709307,ENSG00000291948
ENST00000709308,ENSG00000291948
ENST00000709309,ENSG00000291948
ENST00000709310,ENSG00000291948
ENST00000709311,ENSG00000291948
ENST00000709312,ENSG00000291948
ENST00000709313,ENSG00000291948
ENST00000709314,ENSG00000291948
ENST00000709315,ENSG00000291948
ENST00000709316,ENSG00000291948
ENST00000709317,ENSG00000291948
ENST00000709318,ENSG00000291948
ENST00000709319,ENSG00000291948
ENST00000709320,ENSG00000291948
ENST00000709321,ENSG00000291948
ENST00000709322,ENSG00000291948
ENST00000709323,ENSG00000291948
ENST00000709324,ENSG00000291948
ENST00000709325,ENSG00000291948
ENST00000709327,ENSG00000291948
ENST00000709326,ENSG00000291948
ENST00000381176,ENSG00000138944
ENST00000602459,ENSG00000267228
ENST00000602926,ENSG00000267228
ENST00000588705,ENSG00000267228
ENST00000417688,ENSG00000196236
ENST00000482652,ENSG00000196236
ENST00000357137,ENSG00000196236
ENST00000428799,ENSG00000196236
ENST00000465258,ENSG00000196236
ENST00000614001,ENSG00000196236
ENST00000709370,ENSG00000291964
ENST00000709371,ENSG00000291964
ENST00000709369,ENSG00000291964
ENST00000709372,ENSG00000291964
ENST00000709373,ENSG00000291964
ENST00000709374,ENSG00000291964
ENST00000709375,ENSG00000291964
ENST00000709376,ENSG00000291964
ENST00000709377,ENSG00000291964
ENST00000256433,ENSG00000134049
ENST00000639845,ENSG00000134049
ENST00000709333,ENSG00000291951
ENST00000709334,ENSG00000291951
ENST00000425639,ENSG00000215474
ENST00000620245,ENSG00000215474
ENST00000400404,ENSG00000215474
ENST00000709336,ENSG00000291953
ENST00000709337,ENSG00000291953
ENST00000709338,ENSG00000291953
ENST00000709339,ENSG00000291953
ENST00000709340,ENSG00000291953
ENST00000709341,ENSG00000291953
ENST00000243911,ENSG00000124089
ENST00000709365,ENSG00000291963
ENST00000709366,ENSG00000291963
ENST00000709367,ENSG00000291963
ENST00000709368,ENSG00000291963
ENST00000334651,ENSG00000169084
ENST00000412516,ENSG00000169084
ENST00000464935,ENSG00000169084
ENST00000444280,ENSG00000169084
ENST00000441131,ENSG00000169084
ENST00000478825,ENSG00000169084
ENST00000430536,ENSG00000169084
ENST00000709342,ENSG00000291954
ENST00000709343,ENSG00000291954
ENST00000709344,ENSG00000291954
ENST00000642449,ENSG00000101425
ENST00000417318,ENSG00000101425
ENST00000489102,ENSG00000101425
ENST00000489039,ENSG00000101425
ENST00000490381,ENSG00000101425
ENST00000262865,ENSG00000101425
ENST00000552383,ENSG00000177426
ENST00000401449,ENSG00000177426
ENST00000547233,ENSG00000177426
ENST00000550958,ENSG00000177426
ENST00000548489,ENSG00000177426
ENST00000618001,ENSG00000177426
ENST00000549780,ENSG00000177426
ENST00000549253,ENSG00000177426
ENST00000551557,ENSG00000177426
ENST00000405385,ENSG00000177426
ENST00000343820,ENSG00000177426
ENST00000407501,ENSG00000177426
ENST00000546979,ENSG00000177426
ENST00000551402,ENSG00000177426
ENST00000577543,ENSG00000177426
ENST00000551541,ENSG00000177426
ENST00000345133,ENSG00000177426
ENST00000330513,ENSG00000177426
ENST00000549546,ENSG00000177426
ENST00000549468,ENSG00000177426
ENST00000400167,ENSG00000177426
ENST00000551333,ENSG00000177426
ENST00000472042,ENSG00000177426
ENST00000544604,ENSG00000183579
ENST00000402174,ENSG00000183579
ENST00000406323,ENSG00000183579
ENST00000635189,ENSG00000160185
ENST00000291535,ENSG00000160185
ENST00000635108,ENSG00000160185
ENST00000635325,ENSG00000160185
ENST00000634453,ENSG00000160185
ENST00000319294,ENSG00000160185
ENST00000634718,ENSG00000160185
ENST00000398367,ENSG00000160185
ENST00000473381,ENSG00000160185
ENST00000709349,ENSG00000291958
ENST00000709350,ENSG00000291958
ENST00000709351,ENSG00000291958
ENST00000709352,ENSG00000291958
ENST00000709353,ENSG00000291958
ENST00000709354,ENSG00000291958
ENST00000709355,ENSG00000291958
ENST00000709356,ENSG00000291958
ENST00000709357,ENSG00000291958
ENST00000709358,ENSG00000291958
ENST00000710626,ENSG00000292248
ENST00000710316,ENSG00000292248
ENST00000710318,ENSG00000292248
ENST00000710621,ENSG00000292248
ENST00000710627,ENSG00000292248
ENST00000710628,ENSG00000292248
ENST00000710629,ENSG00000292248
ENST00000710630,ENSG00000292248
ENST00000710624,ENSG00000292248
ENST00000710622,ENSG00000292248
ENST00000710625,ENSG00000292248
ENST00000710631,ENSG00000292248
ENST00000380913,ENSG00000146950
ENST00000493668,ENSG00000146950
ENST00000452575,ENSG00000146950
ENST00000418909,ENSG00000146950
ENST00000671813,ENSG00000288149
ENST00000672208,ENSG00000288149
ENST00000671869,ENSG00000288149
ENST00000673543,ENSG00000288149
ENST00000673469,ENSG00000288149
ENST00000672195,ENSG00000288149
ENST00000673170,ENSG00000288149
ENST00000672325,ENSG00000288149
ENST00000672426,ENSG00000288149
ENST00000673308,ENSG00000288149
ENST00000673584,ENSG00000288149
ENST00000672153,ENSG00000288149
ENST00000673504,ENSG00000288149
ENST00000672767,ENSG00000288149
ENST00000673526,ENSG00000288219
ENST00000672632,ENSG00000288219
ENST00000673373,ENSG00000288219
ENST00000672014,ENSG00000288219
ENST00000672155,ENSG00000288219
ENST00000672424,ENSG00000288219
ENST00000507586,ENSG00000100266
ENST00000263246,ENSG00000100266
ENST00000407585,ENSG00000100266
ENST00000403744,ENSG00000100266
ENST00000402229,ENSG00000100266
ENST00000634914,ENSG00000100266
ENST00000453643,ENSG00000100266
ENST00000418133,ENSG00000100266
ENST00000422336,ENSG00000100266
ENST00000445706,ENSG00000100266
ENST00000453079,ENSG00000100266
ENST00000337959,ENSG00000100266
ENST00000672565,ENSG00000288199
ENST00000672670,ENSG00000288199
ENST00000671950,ENSG00000288199
ENST00000673183,ENSG00000288199
ENST00000673051,ENSG00000288199
ENST00000671740,ENSG00000288199
ENST00000672720,ENSG00000288199
ENST00000672009,ENSG00000288199
ENST00000673061,ENSG00000288199
ENST00000672349,ENSG00000288199
ENST00000673397,ENSG00000288199
ENST00000672428,ENSG00000288199
ENST00000673229,ENSG00000288199
ENST00000672094,ENSG00000288199
ENST00000672249,ENSG00000288199
ENST00000671689,ENSG00000288199
ENST00000672855,ENSG00000288199
ENST00000262648,ENSG00000011201
ENST00000481896,ENSG00000011201
ENST00000488294,ENSG00000011201
ENST00000482556,ENSG00000124126
ENST00000371941,ENSG00000124126
ENST00000496915,ENSG00000124126
ENST00000620554,ENSG00000124126
ENST00000672118,ENSG00000288160
ENST00000672214,ENSG00000288250
ENST00000672324,ENSG00000288250
ENST00000671946,ENSG00000288250
ENST00000672629,ENSG00000288250
ENST00000672659,ENSG00000288250
ENST00000673572,ENSG00000288250
ENST00000673174,ENSG00000288250
ENST00000673157,ENSG00000288250
ENST00000671850,ENSG00000288250
ENST00000673503,ENSG00000288250
ENST00000672317,ENSG00000288250
ENST00000673082,ENSG00000288250
ENST00000673207,ENSG00000288250
ENST00000672132,ENSG00000288250
ENST00000673438,ENSG00000288250
ENST00000671819,ENSG00000288250
ENST00000671748,ENSG00000288250
ENST00000673505,ENSG00000288250
ENST00000381317,ENSG00000169093
ENST00000381333,ENSG00000169093
ENST00000463763,ENSG00000169093
ENST00000462195,ENSG00000169093
ENST00000474865,ENSG00000169093
ENST00000534940,ENSG00000169093
ENST00000269142,ENSG00000141384
ENST00000578121,ENSG00000141384
ENST00000418698,ENSG00000141384
ENST00000643584,ENSG00000136143
ENST00000647008,ENSG00000136143
ENST00000435617,ENSG00000136143
ENST00000493152,ENSG00000136143
ENST00000484941,ENSG00000136143
ENST00000481279,ENSG00000136143
ENST00000646932,ENSG00000136143
ENST00000643023,ENSG00000136143
ENST00000646804,ENSG00000136143
ENST00000647361,ENSG00000136143
ENST00000642944,ENSG00000136143
ENST00000467222,ENSG00000136143
ENST00000634878,ENSG00000136143
ENST00000434484,ENSG00000136143
ENST00000433022,ENSG00000136143
ENST00000497202,ENSG00000136143
ENST00000646602,ENSG00000136143
ENST00000644338,ENSG00000136143
ENST00000470760,ENSG00000136143
ENST00000643246,ENSG00000136143
ENST00000672185,ENSG00000288141
ENST00000672523,ENSG00000288141
ENST00000672867,ENSG00000288141
ENST00000673458,ENSG00000288141
ENST00000673468,ENSG00000288141
ENST00000672768,ENSG00000288141
ENST00000673041,ENSG00000288141
ENST00000673479,ENSG00000288141
ENST00000672791,ENSG00000288141
ENST00000673399,ENSG00000288141
ENST00000362066,ENSG00000177138
ENST00000327220,ENSG00000177138
ENST00000651278,ENSG00000177138
ENST00000472522,ENSG00000177138
ENST00000461107,ENSG00000177138
ENST00000494744,ENSG00000177138
ENST00000428477,ENSG00000177138
ENST00000291536,ENSG00000160188
ENST00000493019,ENSG00000160188
ENST00000398352,ENSG00000160188
ENST00000673177,ENSG00000288368
ENST00000673568,ENSG00000288368
ENST00000316660,ENSG00000141682
ENST00000269518,ENSG00000141682
ENST00000590596,ENSG00000141682
ENST00000672355,ENSG00000288466
ENST00000673456,ENSG00000288273
ENST00000483536,ENSG00000139910
ENST00000465357,ENSG00000139910
ENST00000539517,ENSG00000139910
ENST00000449198,ENSG00000139910
ENST00000347476,ENSG00000139910
ENST00000546546,ENSG00000139910
ENST00000549146,ENSG00000139910
ENST00000549571,ENSG00000139910
ENST00000344429,ENSG00000139910
ENST00000547619,ENSG00000139910
ENST00000574031,ENSG00000139910
ENST00000551754,ENSG00000139910
ENST00000547415,ENSG00000139910
ENST00000710445,ENSG00000292266
ENST00000308128,ENSG00000175065
ENST00000359747,ENSG00000175065
ENST00000672380,ENSG00000288477
ENST00000710446,ENSG00000292267
ENST00000710447,ENSG00000292268
ENST00000672229,ENSG00000288363
ENST00000673493,ENSG00000288118
ENST00000321143,ENSG00000004961
ENST00000380763,ENSG00000004961
ENST00000380762,ENSG00000004961
ENST00000454800,ENSG00000160190
ENST00000419522,ENSG00000160190
ENST00000398341,ENSG00000160190
ENST00000484887,ENSG00000160190
ENST00000352133,ENSG00000160190
ENST00000471277,ENSG00000160190
ENST00000398343,ENSG00000160190
ENST00000487951,ENSG00000160190
ENST00000496416,ENSG00000160190
ENST00000244043,ENSG00000124212
ENST00000478971,ENSG00000124212
ENST00000477079,ENSG00000146938
ENST00000381095,ENSG00000146938
ENST00000275857,ENSG00000146938
ENST00000538097,ENSG00000146938
ENST00000381092,ENSG00000146938
ENST00000469740,ENSG00000146938
ENST00000483337,ENSG00000146938
ENST00000381093,ENSG00000146938
ENST00000639059,ENSG00000285472
ENST00000614055,ENSG00000273976
ENST00000257189,ENSG00000134757
ENST00000376414,ENSG00000169508
ENST00000064571,ENSG00000054803
ENST00000375898,ENSG00000139826
ENST00000397468,ENSG00000128276
ENST00000249007,ENSG00000128276
ENST00000291539,ENSG00000160191
ENST00000460905,ENSG00000160191
ENST00000472401,ENSG00000160191
ENST00000335512,ENSG00000160191
ENST00000470987,ENSG00000160191
ENST00000490803,ENSG00000160191
ENST00000486902,ENSG00000160191
ENST00000328862,ENSG00000160191
ENST00000335440,ENSG00000160191
ENST00000380328,ENSG00000160191
ENST00000398225,ENSG00000160191
ENST00000398227,ENSG00000160191
ENST00000398229,ENSG00000160191
ENST00000398232,ENSG00000160191
ENST00000398234,ENSG00000160191
ENST00000398236,ENSG00000160191
ENST00000460989,ENSG00000160191
ENST00000462571,ENSG00000160191
ENST00000467403,ENSG00000160191
ENST00000468805,ENSG00000160191
ENST00000495521,ENSG00000160191
ENST00000497805,ENSG00000160191
ENST00000349112,ENSG00000160191
ENST00000398224,ENSG00000160191
ENST00000467162,ENSG00000160191
ENST00000495343,ENSG00000160191
ENST00000489319,ENSG00000160191
ENST00000466472,ENSG00000160191
ENST00000311637,ENSG00000054793
ENST00000338821,ENSG00000054793
ENST00000477492,ENSG00000054793
ENST00000378720,ENSG00000139684
ENST00000378697,ENSG00000139684
ENST00000412582,ENSG00000139684
ENST00000471867,ENSG00000139684
ENST00000495654,ENSG00000139684
ENST00000709225,ENSG00000291928
ENST00000709226,ENSG00000291928
ENST00000709227,ENSG00000291928
ENST00000709228,ENSG00000291928
ENST00000709229,ENSG00000291928
ENST00000610404,ENSG00000118271
ENST00000649620,ENSG00000118271
ENST00000613781,ENSG00000118271
ENST00000676075,ENSG00000118271
ENST00000432547,ENSG00000118271
ENST00000541025,ENSG00000118271
ENST00000237014,ENSG00000118271
ENST00000709230,ENSG00000291929
ENST00000709231,ENSG00000291929
ENST00000709232,ENSG00000291929
ENST00000381003,ENSG00000183304
ENST00000543214,ENSG00000183304
ENST00000709233,ENSG00000291930
ENST00000709234,ENSG00000291930
ENST00000709235,ENSG00000291930
ENST00000709236,ENSG00000291930
ENST00000709237,ENSG00000291930
ENST00000550005,ENSG00000151413
ENST00000552814,ENSG00000151413
ENST00000550649,ENSG00000151413
ENST00000281081,ENSG00000151413
ENST00000547839,ENSG00000151413
ENST00000548937,ENSG00000151413
ENST00000552489,ENSG00000151413
ENST00000549838,ENSG00000151413
ENST00000550355,ENSG00000151413
ENST00000551314,ENSG00000151413
ENST00000418681,ENSG00000151413
ENST00000551015,ENSG00000151413
ENST00000552888,ENSG00000151413
ENST00000709238,ENSG00000291931
ENST00000709239,ENSG00000291931
ENST00000709240,ENSG00000291931
ENST00000709241,ENSG00000291931
ENST00000709242,ENSG00000291931
ENST00000709243,ENSG00000291931
ENST00000709244,ENSG00000291931
ENST00000709245,ENSG00000291931
ENST00000709246,ENSG00000291931
ENST00000709247,ENSG00000291931
ENST00000709248,ENSG00000291931
ENST00000709249,ENSG00000291931
ENST00000709250,ENSG00000291931
ENST00000709251,ENSG00000291931
ENST00000709252,ENSG00000291931
ENST00000709253,ENSG00000291931
ENST00000709254,ENSG00000291931
ENST00000216038,ENSG00000100220
ENST00000498434,ENSG00000100220
ENST00000476619,ENSG00000100220
ENST00000485373,ENSG00000100220
ENST00000487704,ENSG00000100220
ENST00000463455,ENSG00000100220
ENST00000675173,ENSG00000170558
ENST00000675688,ENSG00000170558
ENST00000269141,ENSG00000170558
ENST00000399380,ENSG00000170558
ENST00000674998,ENSG00000170558
ENST00000676445,ENSG00000170558
ENST00000675708,ENSG00000170558
ENST00000430882,ENSG00000170558
ENST00000676041,ENSG00000170558
ENST00000413878,ENSG00000170558
ENST00000418492,ENSG00000170558
ENST00000542664,ENSG00000102468
ENST00000543956,ENSG00000102468
ENST00000612998,ENSG00000102468
ENST00000709259,ENSG00000291936
ENST00000709260,ENSG00000291936
ENST00000709261,ENSG00000291936
ENST00000709263,ENSG00000291938
ENST00000709264,ENSG00000291938
ENST00000709265,ENSG00000291938
ENST00000709266,ENSG00000291938
ENST00000709267,ENSG00000291938
ENST00000709268,ENSG00000291938
ENST00000709269,ENSG00000291938
ENST00000375114,ENSG00000125970
ENST00000448364,ENSG00000125970
ENST00000246194,ENSG00000125970
ENST00000413297,ENSG00000125970
ENST00000333552,ENSG00000125970
ENST00000442805,ENSG00000125970
ENST00000493399,ENSG00000125970
ENST00000488227,ENSG00000125970
ENST00000481580,ENSG00000125970
ENST00000489384,ENSG00000125970
ENST00000196169,ENSG00000083544
ENST00000484389,ENSG00000083544
ENST00000377894,ENSG00000083544
ENST00000377881,ENSG00000083544
ENST00000648252,ENSG00000083544
ENST00000621840,ENSG00000083544
ENST00000377882,ENSG00000083544
ENST00000463109,ENSG00000083544
ENST00000471710,ENSG00000083544
ENST00000709270,ENSG00000291939
ENST00000709271,ENSG00000291939
ENST00000709272,ENSG00000291939
ENST00000709273,ENSG00000291939
ENST00000709274,ENSG00000291939
ENST00000709275,ENSG00000291939
ENST00000709276,ENSG00000291939
ENST00000709288,ENSG00000291944
ENST00000709289,ENSG00000291944
ENST00000709290,ENSG00000291944
ENST00000709291,ENSG00000291944
ENST00000709292,ENSG00000291944
ENST00000709281,ENSG00000291941
ENST00000709282,ENSG00000291941
ENST00000709283,ENSG00000291941
ENST00000709284,ENSG00000291941
ENST00000709285,ENSG00000291941
ENST00000709295,ENSG00000291946
ENST00000709296,ENSG00000291946
ENST00000396526,ENSG00000129515
ENST00000362031,ENSG00000129515
ENST00000556162,ENSG00000129515
ENST00000555416,ENSG00000129515
ENST00000555541,ENSG00000129515
ENST00000556712,ENSG00000129515
ENST00000557265,ENSG00000129515
ENST00000557341,ENSG00000129515
ENST00000556303,ENSG00000129515
ENST00000555648,ENSG00000129515
ENST00000652385,ENSG00000129515
ENST00000710288,ENSG00000292232
ENST00000378533,ENSG00000101955
ENST00000479015,ENSG00000101955
ENST00000461865,ENSG00000101955
ENST00000432886,ENSG00000101955
ENST00000544439,ENSG00000101955
ENST00000538295,ENSG00000101955
ENST00000443669,ENSG00000128245
ENST00000397492,ENSG00000128245
ENST00000248975,ENSG00000128245
ENST00000479649,ENSG00000128245
ENST00000471374,ENSG00000128245
ENST00000420430,ENSG00000128245
ENST00000438666,ENSG00000133104
ENST00000451493,ENSG00000133104
ENST00000355182,ENSG00000133104
ENST00000650221,ENSG00000133104
ENST00000494062,ENSG00000133104
ENST00000491805,ENSG00000133104
ENST00000460126,ENSG00000133104
ENST00000475603,ENSG00000133104
ENST00000482146,ENSG00000133104
ENST00000495510,ENSG00000133104
ENST00000494703,ENSG00000133104
ENST00000476377,ENSG00000133104
ENST00000619213,ENSG00000277322
ENST00000215906,ENSG00000128203
ENST00000380289,ENSG00000126010
ENST00000215917,ENSG00000100104
ENST00000477945,ENSG00000100104
ENST00000471799,ENSG00000100104
ENST00000380033,ENSG00000177324
ENST00000380030,ENSG00000177324
ENST00000340348,ENSG00000089101
ENST00000674296,ENSG00000089101
ENST00000245957,ENSG00000089101
ENST00000674269,ENSG00000089101
ENST00000377306,ENSG00000089101
ENST00000494029,ENSG00000089101
ENST00000377303,ENSG00000089101
ENST00000475466,ENSG00000089101
ENST00000472660,ENSG00000089101
ENST00000442372,ENSG00000089101
ENST00000431753,ENSG00000089101
ENST00000476414,ENSG00000089101
ENST00000468719,ENSG00000089101
ENST00000493330,ENSG00000089101
ENST00000674463,ENSG00000089101
ENST00000497372,ENSG00000089101
ENST00000377293,ENSG00000089101
ENST00000377308,ENSG00000089101
ENST00000486624,ENSG00000089101
ENST00000488640,ENSG00000089101
ENST00000674445,ENSG00000089101
ENST00000469994,ENSG00000089101
ENST00000451767,ENSG00000089101
ENST00000389656,ENSG00000089101
ENST00000619735,ENSG00000100109
ENST00000407690,ENSG00000100109
ENST00000492137,ENSG00000100109
ENST00000407431,ENSG00000100109
ENST00000407148,ENSG00000100109
ENST00000405938,ENSG00000100109
ENST00000481357,ENSG00000100109
ENST00000450493,ENSG00000100109
ENST00000496523,ENSG00000100109
ENST00000493698,ENSG00000100109
ENST00000479489,ENSG00000100109
ENST00000472918,ENSG00000100109
ENST00000455080,ENSG00000100109
ENST00000418876,ENSG00000100109
ENST00000420242,ENSG00000100109
ENST00000440258,ENSG00000100109
ENST00000464449,ENSG00000100109
ENST00000275954,ENSG00000147027
ENST00000672927,ENSG00000288261
ENST00000673276,ENSG00000288261
ENST00000584895,ENSG00000215472
ENST00000332968,ENSG00000215472
ENST00000577910,ENSG00000215472
ENST00000379499,ENSG00000185915
ENST00000570108,ENSG00000166140
ENST00000564258,ENSG00000166140
ENST00000355341,ENSG00000166140
ENST00000336455,ENSG00000166140
ENST00000299173,ENSG00000166140
ENST00000568062,ENSG00000166140
ENST00000563530,ENSG00000166140
ENST00000566407,ENSG00000166140
ENST00000567756,ENSG00000166140
ENST00000561617,ENSG00000166140
ENST00000569057,ENSG00000166140
ENST00000561768,ENSG00000166140
ENST00000560078,ENSG00000166140
ENST00000566767,ENSG00000166140
ENST00000570162,ENSG00000166140
ENST00000563497,ENSG00000166140
ENST00000313871,ENSG00000197976
ENST00000474361,ENSG00000197976
ENST00000381261,ENSG00000197976
ENST00000539966,ENSG00000102572
ENST00000376554,ENSG00000102572
ENST00000376547,ENSG00000102572
ENST00000418038,ENSG00000102572
ENST00000444574,ENSG00000102572
ENST00000491878,ENSG00000102572
ENST00000481288,ENSG00000102572
ENST00000397517,ENSG00000102572
ENST00000281741,ENSG00000087301
ENST00000554399,ENSG00000087301
ENST00000555312,ENSG00000087301
ENST00000557374,ENSG00000087301
ENST00000577628,ENSG00000101670
ENST00000583083,ENSG00000101670
ENST00000261292,ENSG00000101670
ENST00000427224,ENSG00000101670
ENST00000580036,ENSG00000101670
ENST00000579750,ENSG00000101670
ENST00000623277,ENSG00000101670
ENST00000379494,ENSG00000091482
ENST00000494525,ENSG00000091482
ENST00000646008,ENSG00000091482
ENST00000647684,ENSG00000100122
ENST00000647569,ENSG00000100122
ENST00000709407,ENSG00000291973
ENST00000709408,ENSG00000291973
ENST00000709409,ENSG00000291973
ENST00000709410,ENSG00000291973
ENST00000709411,ENSG00000291973
ENST00000709412,ENSG00000291973
ENST00000709413,ENSG00000291973
ENST00000709414,ENSG00000291973
ENST00000709415,ENSG00000291973
ENST00000605781,ENSG00000196139
ENST00000470862,ENSG00000196139
ENST00000480822,ENSG00000196139
ENST00000602997,ENSG00000196139
ENST00000439082,ENSG00000196139
ENST00000605149,ENSG00000196139
ENST00000380554,ENSG00000196139
ENST00000480697,ENSG00000196139
ENST00000605322,ENSG00000196139
ENST00000603312,ENSG00000196139
ENST00000603484,ENSG00000196139
ENST00000709405,ENSG00000291972
ENST00000709406,ENSG00000291972
ENST00000354760,ENSG00000196431
ENST00000466315,ENSG00000196431
ENST00000709386,ENSG00000291969
ENST00000709385,ENSG00000291969
ENST00000709387,ENSG00000291969
ENST00000709388,ENSG00000291969
ENST00000709389,ENSG00000291969
ENST00000709391,ENSG00000291971
ENST00000709392,ENSG00000291971
ENST00000709393,ENSG00000291971
ENST00000709394,ENSG00000291971
ENST00000709395,ENSG00000291971
ENST00000709396,ENSG00000291971
ENST00000709397,ENSG00000291971
ENST00000709398,ENSG00000291971
ENST00000709399,ENSG00000291971
ENST00000709400,ENSG00000291971
ENST00000709401,ENSG00000291971
ENST00000709402,ENSG00000291971
ENST00000709403,ENSG00000291971
ENST00000709404,ENSG00000291971
ENST00000710289,ENSG00000292233
ENST00000710290,ENSG00000292233
ENST00000710291,ENSG00000292233
ENST00000710292,ENSG00000292233
ENST00000710293,ENSG00000292233
ENST00000337843,ENSG00000133466
ENST00000397110,ENSG00000133466
ENST00000470655,ENSG00000133466
ENST00000493023,ENSG00000133466
ENST00000434784,ENSG00000133466
ENST00000467564,ENSG00000133466
ENST00000497071,ENSG00000133466
ENST00000642501,ENSG00000149970
ENST00000642359,ENSG00000149970
ENST00000643841,ENSG00000149970
ENST00000645038,ENSG00000149970
ENST00000425654,ENSG00000149970
ENST00000645679,ENSG00000149970
ENST00000644798,ENSG00000149970
ENST00000543067,ENSG00000149970
ENST00000644832,ENSG00000149970
ENST00000643171,ENSG00000149970
ENST00000279451,ENSG00000149970
ENST00000646175,ENSG00000149970
ENST00000645245,ENSG00000149970
ENST00000644585,ENSG00000149970
ENST00000644295,ENSG00000149970
ENST00000645074,ENSG00000149970
ENST00000379510,ENSG00000149970
ENST00000645791,ENSG00000149970
ENST00000642565,ENSG00000149970
ENST00000644095,ENSG00000149970
ENST00000642460,ENSG00000149970
ENST00000643309,ENSG00000149970
ENST00000643220,ENSG00000149970
ENST00000485012,ENSG00000149970
ENST00000647532,ENSG00000149970
ENST00000647423,ENSG00000149970
ENST00000644789,ENSG00000149970
ENST00000646697,ENSG00000149970
ENST00000479158,ENSG00000149970
ENST00000480138,ENSG00000149970
ENST00000643313,ENSG00000149970
ENST00000644075,ENSG00000149970
ENST00000647349,ENSG00000149970
ENST00000643156,ENSG00000149970
ENST00000642853,ENSG00000149970
ENST00000647058,ENSG00000149970
ENST00000645539,ENSG00000149970
