tx_id,gene_id
ENST00000521782,ENSG00000145901
ENST00000522100,ENSG00000145901
ENST00000520695,ENSG00000145901
ENST00000521001,ENSG00000145901
ENST00000522926,ENSG00000145901
ENST00000456570,ENSG00000244255
ENST00000477310,ENSG00000244255
ENST00000270642,ENSG00000142549
ENST00000600663,ENSG00000186806
ENST00000335624,ENSG00000186806
ENST00000298289,ENSG00000165502
ENST00000280886,ENSG00000151240
ENST00000634311,ENSG00000151240
ENST00000434695,ENSG00000151240
ENST00000421992,ENSG00000151240
ENST00000305386,ENSG00000168282
ENST00000406043,ENSG00000165506
ENST00000298292,ENSG00000165506
ENST00000539881,ENSG00000140853
ENST00000262510,ENSG00000140853
ENST00000688547,ENSG00000140853
ENST00000543141,ENSG00000140853
ENST00000538273,ENSG00000140853
ENST00000535658,ENSG00000140853
ENST00000544641,ENSG00000140853
ENST00000538059,ENSG00000140853
ENST00000539144,ENSG00000140853
ENST00000538805,ENSG00000140853
ENST00000545081,ENSG00000140853
ENST00000538110,ENSG00000140853
ENST00000536231,ENSG00000140853
ENST00000543030,ENSG00000140853
ENST00000538453,ENSG00000140853
ENST00000540182,ENSG00000140853
ENST00000538930,ENSG00000140853
ENST00000538778,ENSG00000140853
ENST00000541020,ENSG00000140853
ENST00000537056,ENSG00000140853
ENST00000534931,ENSG00000140853
ENST00000399221,ENSG00000140853
ENST00000535284,ENSG00000140853
ENST00000543402,ENSG00000140853
ENST00000545349,ENSG00000140853
ENST00000544189,ENSG00000140853
ENST00000534927,ENSG00000140853
ENST00000543103,ENSG00000140853
ENST00000543049,ENSG00000140853
ENST00000354232,ENSG00000105379
ENST00000309244,ENSG00000105379
ENST00000596253,ENSG00000105379
ENST00000594361,ENSG00000105379
ENST00000593992,ENSG00000105379
ENST00000475617,ENSG00000243649
ENST00000472581,ENSG00000243649
ENST00000497841,ENSG00000243649
ENST00000698636,ENSG00000243649
ENST00000483004,ENSG00000243649
ENST00000452035,ENSG00000243649
ENST00000698629,ENSG00000243649
ENST00000698630,ENSG00000243649
ENST00000698631,ENSG00000243649
ENST00000698632,ENSG00000243649
ENST00000698628,ENSG00000243649
ENST00000425368,ENSG00000243649
ENST00000698633,ENSG00000243649
ENST00000460718,ENSG00000243649
ENST00000461483,ENSG00000243649
ENST00000465750,ENSG00000243649
ENST00000482886,ENSG00000243649
ENST00000467150,ENSG00000243649
ENST00000467360,ENSG00000243649
ENST00000482312,ENSG00000243649
ENST00000498317,ENSG00000243649
ENST00000554851,ENSG00000100479
ENST00000556937,ENSG00000100479
ENST00000700174,ENSG00000100479
ENST00000216367,ENSG00000100479
ENST00000700175,ENSG00000100479
ENST00000554671,ENSG00000100479
ENST00000555724,ENSG00000100479
ENST00000539565,ENSG00000100479
ENST00000554377,ENSG00000100479
ENST00000554396,ENSG00000100479
ENST00000553850,ENSG00000100479
ENST00000700176,ENSG00000100479
ENST00000553805,ENSG00000100479
ENST00000600067,ENSG00000269403
ENST00000371947,ENSG00000184719
ENST00000331772,ENSG00000184719
ENST00000466945,ENSG00000184719
ENST00000481793,ENSG00000184719
ENST00000291715,ENSG00000160318
ENST00000593841,ENSG00000160318
ENST00000601435,ENSG00000160318
ENST00000595217,ENSG00000105374
ENST00000593572,ENSG00000105374
ENST00000600427,ENSG00000105374
ENST00000221978,ENSG00000105374
ENST00000595157,ENSG00000105374
ENST00000221973,ENSG00000105370
ENST00000596399,ENSG00000105370
ENST00000463619,ENSG00000176978
ENST00000470766,ENSG00000176978
ENST00000473532,ENSG00000176978
ENST00000371579,ENSG00000176978
ENST00000706871,ENSG00000176978
ENST00000706872,ENSG00000176978
ENST00000460830,ENSG00000176978
ENST00000706873,ENSG00000176978
ENST00000706874,ENSG00000176978
ENST00000706875,ENSG00000176978
ENST00000706876,ENSG00000176978
ENST00000706877,ENSG00000176978
ENST00000706878,ENSG00000176978
ENST00000706879,ENSG00000176978
ENST00000706880,ENSG00000176978
ENST00000706881,ENSG00000176978
ENST00000483783,ENSG00000176978
ENST00000472306,ENSG00000176978
ENST00000485456,ENSG00000176978
ENST00000482088,ENSG00000176978
ENST00000478597,ENSG00000176978
ENST00000497375,ENSG00000176978
ENST00000491807,ENSG00000176978
ENST00000473703,ENSG00000176978
ENST00000706882,ENSG00000176978
ENST00000574814,ENSG00000262874
ENST00000570516,ENSG00000262874
ENST00000698677,ENSG00000112473
ENST00000698678,ENSG00000112473
ENST00000444757,ENSG00000112473
ENST00000698679,ENSG00000112473
ENST00000698680,ENSG00000112473
ENST00000698681,ENSG00000112473
ENST00000698682,ENSG00000112473
ENST00000698683,ENSG00000112473
ENST00000698684,ENSG00000112473
ENST00000374675,ENSG00000112473
ENST00000374677,ENSG00000112473
ENST00000698685,ENSG00000112473
ENST00000698686,ENSG00000112473
ENST00000698687,ENSG00000112473
ENST00000698688,ENSG00000112473
ENST00000698689,ENSG00000112473
ENST00000698690,ENSG00000112473
ENST00000273610,ENSG00000145040
ENST00000682527,ENSG00000137492
ENST00000529901,ENSG00000137492
ENST00000260045,ENSG00000137492
ENST00000684059,ENSG00000137492
ENST00000683600,ENSG00000137492
ENST00000682046,ENSG00000137492
ENST00000682978,ENSG00000137492
ENST00000684702,ENSG00000137492
ENST00000528993,ENSG00000137492
ENST00000525277,ENSG00000137492
ENST00000531878,ENSG00000137492
ENST00000339313,ENSG00000142512
ENST00000441969,ENSG00000142512
ENST00000353836,ENSG00000142512
ENST00000442846,ENSG00000142512
ENST00000357375,ENSG00000142512
ENST00000525998,ENSG00000142512
ENST00000436984,ENSG00000142512
ENST00000439889,ENSG00000142512
ENST00000529627,ENSG00000142512
ENST00000530476,ENSG00000142512
ENST00000524527,ENSG00000142512
ENST00000471189,ENSG00000010256
ENST00000203407,ENSG00000010256
ENST00000480561,ENSG00000010256
ENST00000415995,ENSG00000010256
ENST00000460105,ENSG00000010256
ENST00000472438,ENSG00000010256
ENST00000412343,ENSG00000010256
ENST00000467690,ENSG00000010256
ENST00000463708,ENSG00000010256
ENST00000493806,ENSG00000010256
ENST00000228515,ENSG00000110925
ENST00000548206,ENSG00000110925
ENST00000548981,ENSG00000110925
ENST00000550533,ENSG00000110925
ENST00000552899,ENSG00000110925
ENST00000546935,ENSG00000110925
ENST00000552680,ENSG00000110925
ENST00000550461,ENSG00000110925
ENST00000491114,ENSG00000270099
ENST00000473034,ENSG00000163481
ENST00000295704,ENSG00000163481
ENST00000474339,ENSG00000163481
ENST00000463188,ENSG00000163481
ENST00000423170,ENSG00000163481
ENST00000497832,ENSG00000163481
ENST00000602648,ENSG00000188649
ENST00000423344,ENSG00000188649
ENST00000646931,ENSG00000188649
ENST00000636965,ENSG00000188649
ENST00000472454,ENSG00000188649
ENST00000484685,ENSG00000188649
ENST00000475252,ENSG00000188649
ENST00000424464,ENSG00000188649
ENST00000410012,ENSG00000188649
ENST00000344386,ENSG00000188649
ENST00000307201,ENSG00000168792
ENST00000662483,ENSG00000179240
ENST00000530460,ENSG00000179240
ENST00000531207,ENSG00000179240
ENST00000663165,ENSG00000179240
ENST00000529331,ENSG00000179240
ENST00000321844,ENSG00000179240
ENST00000607673,ENSG00000179240
ENST00000667240,ENSG00000179240
ENST00000531785,ENSG00000179240
ENST00000673806,ENSG00000179240
ENST00000534586,ENSG00000179240
ENST00000494814,ENSG00000130948
ENST00000375263,ENSG00000130948
ENST00000467499,ENSG00000130948
ENST00000375262,ENSG00000130948
ENST00000648146,ENSG00000130948
ENST00000648332,ENSG00000130948
ENST00000650005,ENSG00000130948
ENST00000648799,ENSG00000130948
ENST00000484816,ENSG00000130948
ENST00000650386,ENSG00000130948
ENST00000370081,ENSG00000112695
ENST00000370089,ENSG00000112695
ENST00000459637,ENSG00000112695
ENST00000509698,ENSG00000112695
ENST00000684430,ENSG00000112695
ENST00000460985,ENSG00000112695
ENST00000472311,ENSG00000112695
ENST00000377978,ENSG00000112695
ENST00000481061,ENSG00000112695
ENST00000578073,ENSG00000167543
ENST00000584522,ENSG00000167543
ENST00000583940,ENSG00000167543
ENST00000580183,ENSG00000167543
ENST00000578749,ENSG00000167543
ENST00000582829,ENSG00000167543
ENST00000577934,ENSG00000167543
ENST00000581411,ENSG00000167543
ENST00000301057,ENSG00000167543
ENST00000580132,ENSG00000167543
ENST00000579674,ENSG00000167543
ENST00000378818,ENSG00000167543
ENST00000555739,ENSG00000165516
ENST00000298307,ENSG00000165516
ENST00000554589,ENSG00000165516
ENST00000555443,ENSG00000165516
ENST00000557247,ENSG00000165516
ENST00000553538,ENSG00000165516
ENST00000553703,ENSG00000165516
ENST00000557063,ENSG00000165516
ENST00000556559,ENSG00000165516
ENST00000554115,ENSG00000165516
ENST00000553579,ENSG00000165516
ENST00000540469,ENSG00000061936
ENST00000538548,ENSG00000061936
ENST00000261674,ENSG00000061936
ENST00000535399,ENSG00000061936
ENST00000535236,ENSG00000061936
ENST00000541286,ENSG00000061936
ENST00000542813,ENSG00000061936
ENST00000535202,ENSG00000061936
ENST00000537164,ENSG00000061936
ENST00000539506,ENSG00000061936
ENST00000537582,ENSG00000061936
ENST00000534647,ENSG00000254732
ENST00000531074,ENSG00000254732
ENST00000442822,ENSG00000204296
ENST00000447241,ENSG00000204296
ENST00000533191,ENSG00000204296
ENST00000375015,ENSG00000204296
ENST00000527965,ENSG00000204296
ENST00000698834,ENSG00000204296
ENST00000532023,ENSG00000204296
ENST00000534588,ENSG00000204296
ENST00000366714,ENSG00000198835
ENST00000366711,ENSG00000181873
ENST00000484749,ENSG00000181873
ENST00000546123,ENSG00000181873
ENST00000392105,ENSG00000163482
ENST00000455724,ENSG00000163482
ENST00000295709,ENSG00000163482
ENST00000440309,ENSG00000163482
ENST00000468026,ENSG00000163482
ENST00000473557,ENSG00000163482
ENST00000424080,ENSG00000163482
ENST00000414413,ENSG00000163482
ENST00000422778,ENSG00000163482
ENST00000470568,ENSG00000163482
ENST00000480709,ENSG00000163482
ENST00000492486,ENSG00000163482
ENST00000486644,ENSG00000163482
ENST00000473681,ENSG00000163482
ENST00000419433,ENSG00000163482
ENST00000462031,ENSG00000163482
ENST00000524630,ENSG00000198561
ENST00000529919,ENSG00000198561
ENST00000533189,ENSG00000198561
ENST00000682741,ENSG00000198561
ENST00000358694,ENSG00000198561
ENST00000361332,ENSG00000198561
ENST00000361391,ENSG00000198561
ENST00000361796,ENSG00000198561
ENST00000415361,ENSG00000198561
ENST00000426142,ENSG00000198561
ENST00000428599,ENSG00000198561
ENST00000525902,ENSG00000198561
ENST00000526357,ENSG00000198561
ENST00000526772,ENSG00000198561
ENST00000527467,ENSG00000198561
ENST00000528232,ENSG00000198561
ENST00000528621,ENSG00000198561
ENST00000529526,ENSG00000198561
ENST00000529873,ENSG00000198561
ENST00000529986,ENSG00000198561
ENST00000530094,ENSG00000198561
ENST00000530748,ENSG00000198561
ENST00000531014,ENSG00000198561
ENST00000532245,ENSG00000198561
ENST00000532463,ENSG00000198561
ENST00000532649,ENSG00000198561
ENST00000532787,ENSG00000198561
ENST00000532844,ENSG00000198561
ENST00000533667,ENSG00000198561
ENST00000534579,ENSG00000198561
ENST00000399050,ENSG00000198561
ENST00000526938,ENSG00000198561
ENST00000674015,ENSG00000198561
ENST00000531007,ENSG00000198561
ENST00000673826,ENSG00000198561
ENST00000673683,ENSG00000198561
ENST00000674106,ENSG00000198561
ENST00000530068,ENSG00000198561
ENST00000682814,ENSG00000198561
ENST00000681984,ENSG00000198561
ENST00000683906,ENSG00000198561
ENST00000673661,ENSG00000198561
ENST00000527599,ENSG00000198561
ENST00000682621,ENSG00000198561
ENST00000683201,ENSG00000198561
ENST00000530720,ENSG00000198561
ENST00000683769,ENSG00000198561
ENST00000683510,ENSG00000198561
ENST00000684035,ENSG00000198561
ENST00000682974,ENSG00000198561
ENST00000684704,ENSG00000198561
ENST00000525821,ENSG00000198561
ENST00000370664,ENSG00000165886
ENST00000298808,ENSG00000165887
ENST00000307518,ENSG00000165887
ENST00000370655,ENSG00000165887
ENST00000455090,ENSG00000165887
ENST00000330862,ENSG00000183396
ENST00000493030,ENSG00000154370
ENST00000284551,ENSG00000154370
ENST00000602582,ENSG00000154370
ENST00000475775,ENSG00000154370
ENST00000366699,ENSG00000154370
ENST00000602308,ENSG00000154370
ENST00000311550,ENSG00000166206
ENST00000299267,ENSG00000166206
ENST00000541819,ENSG00000166206
ENST00000635832,ENSG00000166206
ENST00000635994,ENSG00000166206
ENST00000636466,ENSG00000166206
ENST00000638099,ENSG00000166206
ENST00000400188,ENSG00000166206
ENST00000555632,ENSG00000166206
ENST00000555094,ENSG00000166206
ENST00000545868,ENSG00000166206
ENST00000637293,ENSG00000166206
ENST00000554556,ENSG00000166206
ENST00000557765,ENSG00000166206
ENST00000638149,ENSG00000166206
ENST00000636512,ENSG00000166206
ENST00000636690,ENSG00000166206
ENST00000621499,ENSG00000166206
ENST00000556636,ENSG00000166206
ENST00000556166,ENSG00000166206
ENST00000557641,ENSG00000166206
ENST00000554722,ENSG00000166206
ENST00000637226,ENSG00000166206
ENST00000637893,ENSG00000166206
ENST00000395550,ENSG00000225697
ENST00000420764,ENSG00000225697
ENST00000358747,ENSG00000225697
ENST00000489483,ENSG00000225697
ENST00000307364,ENSG00000225697
ENST00000383733,ENSG00000225697
ENST00000337000,ENSG00000225697
ENST00000480524,ENSG00000225697
ENST00000455886,ENSG00000225697
ENST00000466257,ENSG00000225697
ENST00000462009,ENSG00000225697
ENST00000469693,ENSG00000225697
ENST00000496469,ENSG00000225697
ENST00000421649,ENSG00000225697
ENST00000444531,ENSG00000225697
ENST00000414944,ENSG00000225697
ENST00000485361,ENSG00000225697
ENST00000494717,ENSG00000225697
ENST00000482282,ENSG00000225697
ENST00000431213,ENSG00000225697
ENST00000431739,ENSG00000225697
ENST00000426599,ENSG00000225697
ENST00000465608,ENSG00000241935
ENST00000370647,ENSG00000241935
ENST00000370646,ENSG00000241935
ENST00000370642,ENSG00000241935
ENST00000473217,ENSG00000108262
ENST00000394869,ENSG00000108262
ENST00000225394,ENSG00000108262
ENST00000581348,ENSG00000108262
ENST00000579937,ENSG00000108262
ENST00000578670,ENSG00000108262
ENST00000578266,ENSG00000108262
ENST00000491377,ENSG00000108262
ENST00000585148,ENSG00000108262
ENST00000586574,ENSG00000108262
ENST00000581925,ENSG00000108262
ENST00000579536,ENSG00000108262
ENST00000583413,ENSG00000108262
ENST00000335356,ENSG00000108262
ENST00000577466,ENSG00000108262
ENST00000464104,ENSG00000285269
ENST00000463517,ENSG00000285269
ENST00000643789,ENSG00000285269
ENST00000366698,ENSG00000162931
ENST00000366697,ENSG00000162931
ENST00000295033,ENSG00000162931
ENST00000456946,ENSG00000162931
ENST00000479800,ENSG00000162931
ENST00000355586,ENSG00000162931
ENST00000457345,ENSG00000162931
ENST00000520264,ENSG00000162931
ENST00000370649,ENSG00000249967
ENST00000650065,ENSG00000130958
ENST00000375259,ENSG00000130958
ENST00000253270,ENSG00000130958
ENST00000490599,ENSG00000130958
ENST00000482643,ENSG00000130958
ENST00000375257,ENSG00000130958
ENST00000370640,ENSG00000203942
ENST00000478953,ENSG00000171160
ENST00000307450,ENSG00000171160
ENST00000370635,ENSG00000171160
ENST00000370631,ENSG00000155252
ENST00000321867,ENSG00000177169
ENST00000537421,ENSG00000177169
ENST00000542313,ENSG00000177169
ENST00000541761,ENSG00000177169
ENST00000540647,ENSG00000177169
ENST00000544718,ENSG00000177169
ENST00000540568,ENSG00000177169
ENST00000370626,ENSG00000119986
ENST00000451097,ENSG00000155254
ENST00000434038,ENSG00000155254
ENST00000285605,ENSG00000155254
ENST00000421644,ENSG00000155254
ENST00000677900,ENSG00000171960
ENST00000678038,ENSG00000171960
ENST00000372550,ENSG00000171960
ENST00000676675,ENSG00000171960
ENST00000678193,ENSG00000171960
ENST00000304979,ENSG00000171960
ENST00000678803,ENSG00000171960
ENST00000677926,ENSG00000171960
ENST00000678333,ENSG00000171960
ENST00000677307,ENSG00000171960
ENST00000440068,ENSG00000171960
ENST00000679245,ENSG00000171960
ENST00000677356,ENSG00000171960
ENST00000678308,ENSG00000171960
ENST00000372549,ENSG00000171960
ENST00000678076,ENSG00000171960
ENST00000677219,ENSG00000171960
ENST00000677312,ENSG00000171960
ENST00000436387,ENSG00000171960
ENST00000461351,ENSG00000171960
ENST00000375256,ENSG00000165244
ENST00000337540,ENSG00000155256
ENST00000357540,ENSG00000155256
ENST00000370610,ENSG00000155256
ENST00000370613,ENSG00000155256
ENST00000393677,ENSG00000155256
ENST00000423811,ENSG00000155256
ENST00000684270,ENSG00000155256
ENST00000359980,ENSG00000155256
ENST00000462887,ENSG00000155256
ENST00000481956,ENSG00000155256
ENST00000477521,ENSG00000155256
ENST00000473237,ENSG00000155256
ENST00000375249,ENSG00000130956
ENST00000375251,ENSG00000130956
ENST00000466976,ENSG00000130956
ENST00000443358,ENSG00000177192
ENST00000322060,ENSG00000177192
ENST00000542167,ENSG00000177192
ENST00000376649,ENSG00000177192
ENST00000538037,ENSG00000177192
ENST00000544662,ENSG00000177192
ENST00000456665,ENSG00000177192
ENST00000544213,ENSG00000177192
ENST00000535067,ENSG00000177192
ENST00000537484,ENSG00000177192
ENST00000543754,ENSG00000177192
ENST00000474602,ENSG00000081377
ENST00000412285,ENSG00000081377
ENST00000375241,ENSG00000081377
ENST00000375240,ENSG00000081377
ENST00000375242,ENSG00000081377
ENST00000463569,ENSG00000081377
ENST00000481149,ENSG00000081377
ENST00000452280,ENSG00000081377
ENST00000415608,ENSG00000081377
ENST00000480920,ENSG00000081377
ENST00000496750,ENSG00000081377
ENST00000463547,ENSG00000081377
ENST00000484948,ENSG00000081377
ENST00000557356,ENSG00000080815
ENST00000700265,ENSG00000080815
ENST00000700266,ENSG00000080815
ENST00000700267,ENSG00000080815
ENST00000556864,ENSG00000080815
ENST00000556533,ENSG00000080815
ENST00000556951,ENSG00000080815
ENST00000557293,ENSG00000080815
ENST00000700268,ENSG00000080815
ENST00000553599,ENSG00000080815
ENST00000700269,ENSG00000080815
ENST00000556011,ENSG00000080815
ENST00000394157,ENSG00000080815
ENST00000357710,ENSG00000080815
ENST00000560005,ENSG00000080815
ENST00000700270,ENSG00000080815
ENST00000555386,ENSG00000080815
ENST00000697912,ENSG00000080815
ENST00000700271,ENSG00000080815
ENST00000700272,ENSG00000080815
ENST00000700302,ENSG00000080815
ENST00000700273,ENSG00000080815
ENST00000700303,ENSG00000080815
ENST00000555254,ENSG00000080815
ENST00000700374,ENSG00000080815
ENST00000700304,ENSG00000080815
ENST00000700305,ENSG00000080815
ENST00000697913,ENSG00000080815
ENST00000700388,ENSG00000080815
ENST00000700389,ENSG00000080815
ENST00000700306,ENSG00000080815
ENST00000553447,ENSG00000080815
ENST00000700307,ENSG00000080815
ENST00000700308,ENSG00000080815
ENST00000700309,ENSG00000080815
ENST00000554131,ENSG00000080815
ENST00000697914,ENSG00000080815
ENST00000700310,ENSG00000080815
ENST00000700311,ENSG00000080815
ENST00000700312,ENSG00000080815
ENST00000700313,ENSG00000080815
ENST00000700314,ENSG00000080815
ENST00000700315,ENSG00000080815
ENST00000700316,ENSG00000080815
ENST00000700317,ENSG00000080815
ENST00000700318,ENSG00000080815
ENST00000700319,ENSG00000080815
ENST00000700320,ENSG00000080815
ENST00000700321,ENSG00000080815
ENST00000324501,ENSG00000080815
ENST00000700322,ENSG00000080815
ENST00000700323,ENSG00000080815
ENST00000559361,ENSG00000080815
ENST00000700324,ENSG00000080815
ENST00000557037,ENSG00000080815
ENST00000700375,ENSG00000080815
ENST00000700376,ENSG00000080815
ENST00000700377,ENSG00000080815
ENST00000700378,ENSG00000080815
ENST00000394164,ENSG00000080815
ENST00000700379,ENSG00000080815
ENST00000700390,ENSG00000080815
ENST00000700404,ENSG00000080815
ENST00000556066,ENSG00000080815
ENST00000700405,ENSG00000080815
ENST00000700406,ENSG00000080815
ENST00000700407,ENSG00000080815
ENST00000700408,ENSG00000080815
ENST00000700409,ENSG00000080815
ENST00000700410,ENSG00000080815
ENST00000700430,ENSG00000080815
ENST00000700431,ENSG00000080815
ENST00000700432,ENSG00000080815
ENST00000700433,ENSG00000080815
ENST00000700434,ENSG00000080815
ENST00000700467,ENSG00000080815
ENST00000700435,ENSG00000080815
ENST00000700436,ENSG00000080815
ENST00000700468,ENSG00000080815
ENST00000700437,ENSG00000080815
ENST00000700469,ENSG00000080815
ENST00000553855,ENSG00000080815
ENST00000557511,ENSG00000080815
ENST00000406768,ENSG00000080815
ENST00000554995,ENSG00000080815
ENST00000700391,ENSG00000080815
ENST00000555867,ENSG00000080815
ENST00000697915,ENSG00000080815
ENST00000392102,ENSG00000135912
ENST00000457313,ENSG00000135912
ENST00000415717,ENSG00000135912
ENST00000437755,ENSG00000135912
ENST00000442769,ENSG00000135912
ENST00000424644,ENSG00000135912
ENST00000258398,ENSG00000135912
ENST00000417196,ENSG00000135912
ENST00000461181,ENSG00000135912
ENST00000494428,ENSG00000135912
ENST00000467841,ENSG00000135912
ENST00000480472,ENSG00000135912
ENST00000475950,ENSG00000135912
ENST00000480929,ENSG00000135912
ENST00000465558,ENSG00000135912
ENST00000434241,ENSG00000135912
ENST00000491899,ENSG00000135912
ENST00000448224,ENSG00000135912
ENST00000436668,ENSG00000135912
ENST00000417855,ENSG00000135912
ENST00000472527,ENSG00000135912
ENST00000355395,ENSG00000186297
ENST00000335625,ENSG00000186297
ENST00000555182,ENSG00000186297
ENST00000557484,ENSG00000186297
ENST00000400081,ENSG00000186297
ENST00000554038,ENSG00000186297
ENST00000554596,ENSG00000186297
ENST00000557449,ENSG00000186297
ENST00000555060,ENSG00000186297
ENST00000554599,ENSG00000186297
ENST00000554083,ENSG00000186297
ENST00000332397,ENSG00000214300
ENST00000380765,ENSG00000214300
ENST00000597610,ENSG00000179213
ENST00000593968,ENSG00000179213
ENST00000601727,ENSG00000179213
ENST00000599553,ENSG00000179213
ENST00000596117,ENSG00000179213
ENST00000316401,ENSG00000179213
ENST00000614422,ENSG00000179213
ENST00000597824,ENSG00000179213
ENST00000535004,ENSG00000198598
ENST00000360564,ENSG00000198598
ENST00000545671,ENSG00000198598
ENST00000545790,ENSG00000198598
ENST00000535291,ENSG00000198598
ENST00000534865,ENSG00000198598
ENST00000542142,ENSG00000198598
ENST00000537848,ENSG00000198598
ENST00000542648,ENSG00000198598
ENST00000685210,ENSG00000289360
ENST00000688005,ENSG00000288914
ENST00000507450,ENSG00000173678
ENST00000436228,ENSG00000173678
ENST00000455020,ENSG00000173678
ENST00000616041,ENSG00000248385
ENST00000432826,ENSG00000248385
ENST00000647417,ENSG00000145949
ENST00000274643,ENSG00000145949
ENST00000698899,ENSG00000145949
ENST00000698900,ENSG00000145949
ENST00000544018,ENSG00000204583
ENST00000376608,ENSG00000204583
ENST00000622710,ENSG00000204583
ENST00000545517,ENSG00000204583
ENST00000616042,ENSG00000204583
ENST00000536100,ENSG00000204583
ENST00000625065,ENSG00000170092
ENST00000445347,ENSG00000204577
ENST00000391750,ENSG00000204577
ENST00000414379,ENSG00000204577
ENST00000346401,ENSG00000204577
ENST00000245620,ENSG00000204577
ENST00000460208,ENSG00000204577
ENST00000469273,ENSG00000204577
ENST00000436504,ENSG00000204577
ENST00000468668,ENSG00000204577
ENST00000575125,ENSG00000262461
ENST00000571071,ENSG00000262461
ENST00000340073,ENSG00000275976
ENST00000573748,ENSG00000275976
ENST00000266066,ENSG00000120057
ENST00000643471,ENSG00000187848
ENST00000343948,ENSG00000187848
ENST00000350048,ENSG00000187848
ENST00000351222,ENSG00000187848
ENST00000352418,ENSG00000187848
ENST00000449132,ENSG00000187848
ENST00000348800,ENSG00000187848
ENST00000542301,ENSG00000187848
ENST00000652175,ENSG00000286038
ENST00000244520,ENSG00000124562
ENST00000374018,ENSG00000124562
ENST00000374017,ENSG00000124562
ENST00000474635,ENSG00000124562
ENST00000612377,ENSG00000286014
ENST00000633306,ENSG00000185040
ENST00000632547,ENSG00000185040
ENST00000515340,ENSG00000185040
ENST00000370602,ENSG00000155265
ENST00000423054,ENSG00000155265
ENST00000583728,ENSG00000198720
ENST00000487527,ENSG00000198720
ENST00000394859,ENSG00000198720
ENST00000614878,ENSG00000198720
ENST00000488766,ENSG00000198720
ENST00000493506,ENSG00000198720
ENST00000578811,ENSG00000198720
ENST00000578943,ENSG00000198720
ENST00000579719,ENSG00000198720
ENST00000690683,ENSG00000155393
ENST00000299192,ENSG00000155393
ENST00000685571,ENSG00000155393
ENST00000561819,ENSG00000155393
ENST00000569324,ENSG00000155393
ENST00000692328,ENSG00000155393
ENST00000691604,ENSG00000155393
ENST00000693352,ENSG00000155393
ENST00000689598,ENSG00000155393
ENST00000693599,ENSG00000155393
ENST00000691270,ENSG00000155393
ENST00000693174,ENSG00000155393
ENST00000691120,ENSG00000155393
ENST00000688981,ENSG00000155393
ENST00000561525,ENSG00000155393
ENST00000564942,ENSG00000155393
ENST00000413387,ENSG00000095713
ENST00000370597,ENSG00000095713
ENST00000436034,ENSG00000095713
ENST00000370591,ENSG00000095713
ENST00000309155,ENSG00000095713
ENST00000468549,ENSG00000095713
ENST00000671986,ENSG00000186645
ENST00000510091,ENSG00000205482
ENST00000652520,ENSG00000136206
ENST00000693451,ENSG00000136206
ENST00000258704,ENSG00000136206
ENST00000192788,ENSG00000065060
ENST00000321358,ENSG00000065978
ENST00000332220,ENSG00000065978
ENST00000436427,ENSG00000065978
ENST00000467957,ENSG00000065978
ENST00000623677,ENSG00000232258
ENST00000620492,ENSG00000232258
ENST00000568335,ENSG00000232258
ENST00000444171,ENSG00000232258
ENST00000624696,ENSG00000232258
ENST00000360359,ENSG00000064999
ENST00000649117,ENSG00000064999
ENST00000650178,ENSG00000064999
ENST00000470698,ENSG00000064999
ENST00000698906,ENSG00000064999
ENST00000698907,ENSG00000064999
ENST00000698908,ENSG00000064999
ENST00000687137,ENSG00000106290
ENST00000689052,ENSG00000106290
ENST00000693374,ENSG00000106290
ENST00000693256,ENSG00000106290
ENST00000688498,ENSG00000106290
ENST00000689684,ENSG00000106290
ENST00000689284,ENSG00000106290
ENST00000686096,ENSG00000106290
ENST00000686580,ENSG00000106290
ENST00000691413,ENSG00000106290
ENST00000687216,ENSG00000106290
ENST00000688962,ENSG00000106290
ENST00000690367,ENSG00000106290
ENST00000688086,ENSG00000106290
ENST00000690206,ENSG00000106290
ENST00000687447,ENSG00000106290
ENST00000692408,ENSG00000106290
ENST00000689754,ENSG00000106290
ENST00000689866,ENSG00000106290
ENST00000688091,ENSG00000106290
ENST00000460673,ENSG00000106290
ENST00000686777,ENSG00000106290
ENST00000687672,ENSG00000106290
ENST00000687410,ENSG00000106290
ENST00000687151,ENSG00000106290
ENST00000685713,ENSG00000106290
ENST00000690291,ENSG00000106290
ENST00000692175,ENSG00000106290
ENST00000686141,ENSG00000106290
ENST00000686172,ENSG00000106290
ENST00000690602,ENSG00000106290
ENST00000688640,ENSG00000106290
ENST00000693225,ENSG00000106290
ENST00000691681,ENSG00000106290
ENST00000687969,ENSG00000106290
ENST00000684951,ENSG00000106290
ENST00000692466,ENSG00000106290
ENST00000684938,ENSG00000106290
ENST00000685280,ENSG00000106290
ENST00000691010,ENSG00000106290
ENST00000688343,ENSG00000106290
ENST00000452438,ENSG00000106290
ENST00000691370,ENSG00000106290
ENST00000692927,ENSG00000106290
ENST00000453269,ENSG00000106290
ENST00000421980,ENSG00000106290
ENST00000472509,ENSG00000106290
ENST00000452041,ENSG00000106290
ENST00000344095,ENSG00000106290
ENST00000523306,ENSG00000106290
ENST00000493322,ENSG00000106290
ENST00000487115,ENSG00000106290
ENST00000688197,ENSG00000106290
ENST00000690335,ENSG00000106290
ENST00000689347,ENSG00000106290
ENST00000487288,ENSG00000106290
ENST00000692029,ENSG00000106290
