Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR16975746	(0.0, 0.0024573340747870787)	(1.0, 0.0018482018746869891)	(2.0, 0.001006744110601856)	(3.0, 0.0007963796695805725)	(4.0, 0.000884224161435614)	(5.0, 0.0009397048931335348)	(6.0, 0.0009339256502483346)	(7.0, 0.0010021207162936958)	(8.0, 0.001078406722378337)	(9.0, 0.001079562570955377)	(10.0, 0.0011778097000037784)	(11.0, 0.0013974209296413818)	(12.0, 0.0016840713767473066)	(13.0, 0.002086306681557233)	(14.0, 0.0028410758023643644)	(15.0, 0.004060496051141584)	(16.0, 0.00699981898255435)	(17.0, 0.011709901933992423)	(18.0, 0.01901255324373126)	(19.0, 0.03305149006045932)	(20.0, 0.05710238725150802)	(21.0, 0.09030413762698253)	(22.0, 0.13408768172525842)	(23.0, 0.1956793848499899)	(24.0, 0.2767309546177671)	(25.0, 0.37251843789422745)	(26.0, 0.4870329798158902)	(27.0, 0.6225261734108293)	(28.0, 0.7722998761750979)	(29.0, 0.9316197323371398)	(30.0, 1.0917394357144936)	(31.0, 1.2528670390510261)	(32.0, 1.4149748019808888)	(33.0, 1.5765115757136932)	(34.0, 1.731490064620373)	(35.0, 1.9072356849107308)	(36.0, 2.100958218119792)	(37.0, 2.295838911603047)	(38.0, 2.4937502400553013)	(39.0, 2.67738337103538)	(40.0, 2.847471112541127)	(41.0, 2.991629702918135)	(42.0, 3.1149483434511116)	(43.0, 3.2057737687863392)	(44.0, 3.2455569209594795)	(45.0, 3.290727483350204)	(46.0, 3.288842294321051)	(47.0, 3.2352328814693583)	(48.0, 3.208010335782912)	(49.0, 3.172961539381327)	(50.0, 3.1473109477596553)	(51.0, 3.1186447472004857)	(52.0, 3.0189678334622854)	(53.0, 2.8850038275347702)	(54.0, 2.7939957781243705)	(55.0, 2.7219702298946986)	(56.0, 2.6094853580743185)	(57.0, 2.479096391795588)	(58.0, 2.3923696055145443)	(59.0, 2.3074598131966075)	(60.0, 2.1718857102012756)	(61.0, 2.021065964474786)	(62.0, 1.8702300368682176)	(63.0, 1.740780775482621)	(64.0, 1.6108622395747458)	(65.0, 1.4401017941971617)	(66.0, 1.2634858199282928)	(67.0, 1.0979602127561228)	(68.0, 0.9369724670974121)	(69.0, 0.7806196742326318)	(70.0, 0.6367465784541526)	(71.0, 0.517066549241698)	(72.0, 0.42052776439016165)	(73.0, 0.3371587182254192)	(74.0, 0.27070551598565745)	(75.0, 0.2226060333007141)	(76.0, 0.18578069763621916)	(77.0, 0.15634816947047214)	(78.0, 0.13182106266568294)	(79.0, 0.11015583693764486)	(80.0, 0.09082311363807351)	(81.0, 0.07250638123772034)	(82.0, 0.05901994004081741)	(83.0, 0.04940443572842149)	(84.0, 0.03978199632456334)	(85.0, 0.03184016075172138)	(86.0, 0.025499175458079837)	(87.0, 0.018895812537450214)	(88.0, 0.012432307294642434)	(89.0, 0.008829527280008699)	(90.0, 0.0062057510101278576)	(91.0, 0.00380158596988462)	(92.0, 0.001966098429545071)	(93.0, 0.000884224161435614)	(94.0, 0.00041841718488848655)	(95.0, 0.00025891008125696405)	(96.0, 0.00015026031501520236)	(97.0, 7.859770323872124e-05)	(98.0, 5.316903454384083e-05)	(99.0, 4.507809450456071e-05)	(100.0, 6.588336889128103e-05)
SRR16975747	(0.0, 0.0007883218965203135)	(1.0, 0.0006033783430844629)	(2.0, 0.0003675753124537533)	(3.0, 0.00035023685431914226)	(4.0, 0.0003606399291999089)	(5.0, 0.00037104300408067546)	(6.0, 0.0004034081259319493)	(7.0, 0.00043461735057424914)	(8.0, 0.0004739178556793674)	(9.0, 0.000517841949620382)	(10.0, 0.0006357434649357367)	(11.0, 0.000813751635117743)	(12.0, 0.000985980319254879)	(13.0, 0.001378985370306062)	(14.0, 0.002149968808691764)	(15.0, 0.0032041470632761136)	(16.0, 0.00548819994820887)	(17.0, 0.009707224760964214)	(18.0, 0.01631433320745998)	(19.0, 0.027369334114087956)	(20.0, 0.04513431831881039)	(21.0, 0.07144485058947811)	(22.0, 0.1091039816578532)	(23.0, 0.164338529788679)	(24.0, 0.2307332654721494)	(25.0, 0.31219974486343266)	(26.0, 0.41533120564251685)	(27.0, 0.531479224891858)	(28.0, 0.657350651463089)	(29.0, 0.792093589113196)	(30.0, 0.9327165758653542)	(31.0, 1.0800102454105014)	(32.0, 1.2262809459257067)	(33.0, 1.379954012167182)	(34.0, 1.5460899621158157)	(35.0, 1.7112353081563585)	(36.0, 1.8897844382321647)	(37.0, 2.1142978208228245)	(38.0, 2.313468157106728)	(39.0, 2.4896731276427353)	(40.0, 2.645783981097937)	(41.0, 2.7518190556659636)	(42.0, 2.863392033762185)	(43.0, 2.9802162528787766)	(44.0, 3.0626062941400303)	(45.0, 3.0972161683711317)	(46.0, 3.0724822798935048)	(47.0, 3.049820915111568)	(48.0, 3.0689267400787004)	(49.0, 3.06349633499094)	(50.0, 3.0879978881295633)	(51.0, 3.09140431720441)	(52.0, 3.0464456952613634)	(53.0, 3.000432895063733)	(54.0, 2.8965350744350986)	(55.0, 2.818080863170402)	(56.0, 2.7195984209658115)	(57.0, 2.5738929541857947)	(58.0, 2.483029030485552)	(59.0, 2.414339838842268)	(60.0, 2.3135421345281024)	(61.0, 2.176429607599599)	(62.0, 2.0272206163791813)	(63.0, 1.885727239028666)	(64.0, 1.7560263250041035)	(65.0, 1.6054996109654558)	(66.0, 1.4412859180753461)	(67.0, 1.2859217742171418)	(68.0, 1.1269824402915807)	(69.0, 0.9689435502918102)	(70.0, 0.830109892419144)	(71.0, 0.7056613753121601)	(72.0, 0.6101310945792894)	(73.0, 0.523411062373219)	(74.0, 0.44883141855300324)	(75.0, 0.3864441784930459)	(76.0, 0.32708307732618275)	(77.0, 0.2911115561829098)	(78.0, 0.2582366836624783)	(79.0, 0.22433306262605998)	(80.0, 0.19231470993747832)	(81.0, 0.15608080012776826)	(82.0, 0.1294789817604391)	(83.0, 0.10692049183010119)	(84.0, 0.08613399232112054)	(85.0, 0.06837709939686093)	(86.0, 0.05253783994228929)	(87.0, 0.039245022039087515)	(88.0, 0.027342748478281553)	(89.0, 0.019479179765630975)	(90.0, 0.01361184553287861)	(91.0, 0.009295725354569446)	(92.0, 0.006501921800479126)	(93.0, 0.004750737528883415)	(94.0, 0.0037832515649721212)	(95.0, 0.0032596301293068685)	(96.0, 0.002853910208956971)	(97.0, 0.0023614979979340186)	(98.0, 0.0021314744533481793)	(99.0, 0.0026458487113416394)	(100.0, 0.00500503491485771)
SRR16975748	(0.0, 0.002239409733119828)	(1.0, 0.001695623705209936)	(2.0, 0.0010492598583988599)	(3.0, 0.000976343095565488)	(4.0, 0.0009578049355231054)	(5.0, 0.0009726354635570115)	(6.0, 0.0010974590745090548)	(7.0, 0.0011592529413169972)	(8.0, 0.0011728475920147444)	(9.0, 0.0012791330429244051)	(10.0, 0.0013471062964131417)	(11.0, 0.0014496841153143257)	(12.0, 0.0017042748465630482)	(13.0, 0.002129416650201691)	(14.0, 0.002817800326442168)	(15.0, 0.003895485363572681)	(16.0, 0.0067565413967804085)	(17.0, 0.011493659226277264)	(18.0, 0.019277214689405672)	(19.0, 0.03371102609840483)	(20.0, 0.05770929221193729)	(21.0, 0.091069329146873)	(22.0, 0.13659905021096488)	(23.0, 0.19933465554906019)	(24.0, 0.2794120916681364)	(25.0, 0.3750084394973593)	(26.0, 0.49211028885308217)	(27.0, 0.6282879048924169)	(28.0, 0.7801623989783051)	(29.0, 0.942070981156467)	(30.0, 1.1040154037773775)	(31.0, 1.270472014552604)	(32.0, 1.4358311662533212)	(33.0, 1.5993266149311112)	(34.0, 1.7515681645858385)	(35.0, 1.9246305397228338)	(36.0, 2.120975607995726)	(37.0, 2.321987349089954)	(38.0, 2.524024868373193)	(39.0, 2.70985385639271)	(40.0, 2.880715133994006)	(41.0, 3.0183523211673444)	(42.0, 3.140072644128293)	(43.0, 3.229211532876086)	(44.0, 3.2619832921990097)	(45.0, 3.3022457040563933)	(46.0, 3.295061549101302)	(47.0, 3.2427369744430083)	(48.0, 3.2117634166441955)	(49.0, 3.167164311214231)	(50.0, 3.13689149586502)	(51.0, 3.112848738167386)	(52.0, 3.017315420082307)	(53.0, 2.8827172552785836)	(54.0, 2.793785993923265)	(55.0, 2.7183665794841714)	(56.0, 2.5982615482015827)	(57.0, 2.4607949121006345)	(58.0, 2.3702236415202336)	(59.0, 2.278008654082741)	(60.0, 2.138490461603769)	(61.0, 1.992482677232627)	(62.0, 1.8454157459843967)	(63.0, 1.716280159006495)	(64.0, 1.5870444659643645)	(65.0, 1.418050599018004)	(66.0, 1.2418107832497443)	(67.0, 1.0773080945429847)	(68.0, 0.9190428787518192)	(69.0, 0.7660598026953965)	(70.0, 0.6225843309860438)	(71.0, 0.5024063829406216)	(72.0, 0.40927561039703564)	(73.0, 0.32925378875808653)	(74.0, 0.2649399680617164)	(75.0, 0.21755519511605007)	(76.0, 0.1818692370344634)	(77.0, 0.15299296307511198)	(78.0, 0.12841754224559332)	(79.0, 0.10789950671068417)	(80.0, 0.08867419886939716)	(81.0, 0.07112721245061387)	(82.0, 0.05839520413350545)	(83.0, 0.04842538166271204)	(84.0, 0.03931943744989367)	(85.0, 0.03146296522393189)	(86.0, 0.02504876184926748)	(87.0, 0.018978132374055233)	(88.0, 0.012916154040196096)	(89.0, 0.009849942369186)	(90.0, 0.007262015227269377)	(91.0, 0.004449158410171844)	(92.0, 0.0023259211466509474)	(93.0, 0.0011407147812746144)	(94.0, 0.0005499654145906862)	(95.0, 0.00031144108871202907)	(96.0, 0.00015942817636449108)	(97.0, 7.909614951416612e-05)	(98.0, 6.79732534887365e-05)	(99.0, 5.067097078251267e-05)	(100.0, 7.291676283337189e-05)
SRR16975749	(0.0, 0.0007786165111736537)	(1.0, 0.0005388520617011317)	(2.0, 0.0003163902013658021)	(3.0, 0.00032874919360665375)	(4.0, 0.0003707697672255494)	(5.0, 0.000383128759466401)	(6.0, 0.0003695338680014642)	(7.0, 0.0003584107749846977)	(8.0, 0.0003645902711051235)	(9.0, 0.00047705710049687354)	(10.0, 0.000593231627560879)	(11.0, 0.0006846881701431811)	(12.0, 0.0008255806816888899)	(13.0, 0.0012618531077909529)	(14.0, 0.0019737310608640077)	(15.0, 0.002998291517630609)	(16.0, 0.005567726004503666)	(17.0, 0.009906968180266679)	(18.0, 0.016472064858607072)	(19.0, 0.02752965521649704)	(20.0, 0.04632026701948788)	(21.0, 0.07311703399610242)	(22.0, 0.11087004759423194)	(23.0, 0.1663829330424653)	(24.0, 0.23461569330498314)	(25.0, 0.31932299022455624)	(26.0, 0.4220768876142209)	(27.0, 0.5385319638020937)	(28.0, 0.6652487112475456)	(29.0, 0.8022740941210919)	(30.0, 0.945233029169471)	(31.0, 1.0966096738330944)	(32.0, 1.2487661709071152)	(33.0, 1.402575065243738)	(34.0, 1.5679346737286608)	(35.0, 1.7360849426615679)	(36.0, 1.9171899072613356)	(37.0, 2.1424473716415458)	(38.0, 2.33859322979843)	(39.0, 2.5168754005703873)	(40.0, 2.6798027593823104)	(41.0, 2.78704173505618)	(42.0, 2.8985149014717657)	(43.0, 3.010971843669723)	(44.0, 3.0846524477120085)	(45.0, 3.110705203355723)	(46.0, 3.0804936468229616)	(47.0, 3.054951317558794)	(48.0, 3.073287118447321)	(49.0, 3.0674598536057593)	(50.0, 3.0883267761052133)	(51.0, 3.0906786923286473)	(52.0, 3.0516576461266065)	(53.0, 2.9966008074920607)	(54.0, 2.884358911759094)	(55.0, 2.818656037208279)	(56.0, 2.7188806569486594)	(57.0, 2.5601998478706927)	(58.0, 2.4632991692062953)	(59.0, 2.3942383564636405)	(60.0, 2.2944085966381613)	(61.0, 2.153420920852198)	(62.0, 2.003210965056111)	(63.0, 1.8614570317512151)	(64.0, 1.7307297913236068)	(65.0, 1.5785362172728634)	(66.0, 1.4126538234161525)	(67.0, 1.2608013575512567)	(68.0, 1.1066587704241306)	(69.0, 0.9498404614768606)	(70.0, 0.8105756292092718)	(71.0, 0.6879694825831273)	(72.0, 0.593768007824132)	(73.0, 0.5082907456879537)	(74.0, 0.43431228993266396)	(75.0, 0.3739991718980839)	(76.0, 0.3153915947927413)	(77.0, 0.2797705073561587)	(78.0, 0.24970231513339072)	(79.0, 0.21685952915255158)	(80.0, 0.18553937101578533)	(81.0, 0.1512617060357833)	(82.0, 0.1251694016168973)	(83.0, 0.10200123476219679)	(84.0, 0.08250368860302924)	(85.0, 0.06560771031056095)	(86.0, 0.05068299128050851)	(87.0, 0.038304224652071506)	(88.0, 0.027040239123759316)	(89.0, 0.019720008019502886)	(90.0, 0.014201717983962628)	(91.0, 0.009936629761644724)	(92.0, 0.006833286809966875)	(93.0, 0.0050264021443543645)	(94.0, 0.004032739168189892)	(95.0, 0.003313445819772326)	(96.0, 0.002435957370671859)	(97.0, 0.0016561049602741205)	(98.0, 0.0013533096503732553)	(99.0, 0.0012939864876171674)	(100.0, 0.001780930781906722)
SRR16975750	(0.0, 0.0028112572378399354)	(1.0, 0.002019515403509505)	(2.0, 0.0010717201061806122)	(3.0, 0.0009420580376598315)	(4.0, 0.0010671302984453632)	(5.0, 0.001176138232157524)	(6.0, 0.0012403955404510082)	(7.0, 0.001318422271950239)	(8.0, 0.0013195697238840515)	(9.0, 0.0013677627051041645)	(10.0, 0.001549060110646495)	(11.0, 0.001721177900718328)	(12.0, 0.0018910007869225361)	(13.0, 0.0023178529063006817)	(14.0, 0.0030843507980872435)	(15.0, 0.004259341578310955)	(16.0, 0.007331070405126264)	(17.0, 0.012089553574645535)	(18.0, 0.0197774815311874)	(19.0, 0.03411030363643582)	(20.0, 0.05873347468411222)	(21.0, 0.09280705985866605)	(22.0, 0.13563685074014092)	(23.0, 0.19547417418458052)	(24.0, 0.27587727863873646)	(25.0, 0.3713338050125749)	(26.0, 0.48682484215077476)	(27.0, 0.6202769444089371)	(28.0, 0.76911293474372)	(29.0, 0.9238238789796216)	(30.0, 1.0710798280015448)	(31.0, 1.2293352512609923)	(32.0, 1.3992396065525012)	(33.0, 1.5628375660157783)	(34.0, 1.704220856040451)	(35.0, 1.8584487230122175)	(36.0, 2.0328017494511164)	(37.0, 2.2148759799526374)	(38.0, 2.408120655029821)	(39.0, 2.587850641230564)	(40.0, 2.7484893221565394)	(41.0, 2.8908100804111365)	(42.0, 3.0159592204762338)	(43.0, 3.1110944603086046)	(44.0, 3.1530498928165147)	(45.0, 3.19599098653557)	(46.0, 3.2191259124250915)	(47.0, 3.192572727224743)	(48.0, 3.1758497627413638)	(49.0, 3.1603476871155602)	(50.0, 3.1459391331826807)	(51.0, 3.1256751320315566)	(52.0, 3.035114783059295)	(53.0, 2.9116960005103865)	(54.0, 2.8373089865452084)	(55.0, 2.769958147838166)	(56.0, 2.6490281885336966)	(57.0, 2.5110149648386306)	(58.0, 2.4286393905102512)	(59.0, 2.3532758949493986)	(60.0, 2.2304469026944695)	(61.0, 2.0874594748663275)	(62.0, 1.9458547266184294)	(63.0, 1.8234548813867462)	(64.0, 1.6893877448920605)	(65.0, 1.5156095918720014)	(66.0, 1.3368251060647196)	(67.0, 1.163275295979489)	(68.0, 0.9936015785266763)	(69.0, 0.8304660421927256)	(70.0, 0.6776403614840776)	(71.0, 0.5471062294935997)	(72.0, 0.4437058933819792)	(73.0, 0.35923851417826036)	(74.0, 0.2901642026666324)	(75.0, 0.23788170275441245)	(76.0, 0.19905996147774369)	(77.0, 0.16707244391886047)	(78.0, 0.1415221317086638)	(79.0, 0.12050884444476063)	(80.0, 0.09894133789682617)	(81.0, 0.07812770726940634)	(82.0, 0.06417698665811739)	(83.0, 0.054341028681479046)	(84.0, 0.04407362877772732)	(85.0, 0.03485385248954614)	(86.0, 0.027884229443570722)	(87.0, 0.021217533708121735)	(88.0, 0.014133165468765096)	(89.0, 0.011189951258536755)	(90.0, 0.008811283399744027)	(91.0, 0.00519795726016935)	(92.0, 0.0023339172333740527)	(93.0, 0.0009145191912483382)	(94.0, 0.0004658654851277607)	(95.0, 0.0003075171182616746)	(96.0, 0.00019277192488045272)	(97.0, 0.00012048245305028296)	(98.0, 8.605889503591639e-05)	(99.0, 5.966750055823537e-05)	(100.0, 0.00017097033813802057)
SRR16975751	(0.0, 0.0015307373259912254)	(1.0, 0.0010396162049085835)	(2.0, 0.00050030095512157)	(3.0, 0.0004750564115145183)	(4.0, 0.000496858517356972)	(5.0, 0.0005094807891604979)	(6.0, 0.0005439051668064775)	(7.0, 0.0005989841710400449)	(8.0, 0.0007137320965266435)	(9.0, 0.0008112678331902523)	(10.0, 0.0008548720448751597)	(11.0, 0.0009742098873812223)	(12.0, 0.0011394469000819243)	(13.0, 0.0014825431972868542)	(14.0, 0.0021939803353037655)	(15.0, 0.003372441530051133)	(16.0, 0.005881978660443045)	(17.0, 0.010050770793371173)	(18.0, 0.016776146706140718)	(19.0, 0.028263561526604107)	(20.0, 0.047309422198869744)	(21.0, 0.07513464665011504)	(22.0, 0.11260328675925409)	(23.0, 0.167163630369622)	(24.0, 0.23511620436353084)	(25.0, 0.318923499221923)	(26.0, 0.4228162709574894)	(27.0, 0.5381000692561104)	(28.0, 0.6620461884497147)	(29.0, 0.7961268444222955)	(30.0, 0.9359839109638717)	(31.0, 1.0858286369398014)	(32.0, 1.2355987767641647)	(33.0, 1.3835960611397602)	(34.0, 1.5370427244967142)	(35.0, 1.6877847792499492)	(36.0, 1.8520475820632698)	(37.0, 2.0602290058773316)	(38.0, 2.2450133276846755)	(39.0, 2.4050797988629515)	(40.0, 2.559040532926085)	(41.0, 2.663280990875876)	(42.0, 2.768178954438705)	(43.0, 2.8804873390294587)	(44.0, 2.958118900538162)	(45.0, 3.0055097937641273)	(46.0, 3.0092402488216963)	(47.0, 3.015790060408472)	(48.0, 3.0488535276581805)	(49.0, 3.045796642923217)	(50.0, 3.0748118033617584)	(51.0, 3.0835372356157595)	(52.0, 3.066627981316054)	(53.0, 3.039664513785213)	(54.0, 2.925873585997173)	(55.0, 2.8594001127627866)	(56.0, 2.7615579991381285)	(57.0, 2.6117316328302764)	(58.0, 2.5305796049676443)	(59.0, 2.4706226664216415)	(60.0, 2.382317252884175)	(61.0, 2.252115076793041)	(62.0, 2.1026145945935713)	(63.0, 1.9555777503542986)	(64.0, 1.822402455513807)	(65.0, 1.6710786287783552)	(66.0, 1.5057601450505576)	(67.0, 1.3518189181347564)	(68.0, 1.18036945274821)	(69.0, 1.004326627904435)	(70.0, 0.8493308675534118)	(71.0, 0.7115909002370635)	(72.0, 0.6141905661255288)	(73.0, 0.5265116762612188)	(74.0, 0.449705152336764)	(75.0, 0.3860946398432681)	(76.0, 0.32439123787135943)	(77.0, 0.2883753064988807)	(78.0, 0.25545756911454015)	(79.0, 0.2196699861137798)	(80.0, 0.1850069327827881)	(81.0, 0.14813268692766962)	(82.0, 0.12247964070588563)	(83.0, 0.0996184115111906)	(84.0, 0.08089040259252282)	(85.0, 0.0652582927034835)	(86.0, 0.050031242991411866)	(87.0, 0.03696948663327235)	(88.0, 0.026657090569791726)	(89.0, 0.019665499469893273)	(90.0, 0.013657298091414966)	(91.0, 0.009135082347988117)	(92.0, 0.006134424096513562)	(93.0, 0.004373043440294273)	(94.0, 0.0036111172150632585)	(95.0, 0.0033460495071892154)	(96.0, 0.0027837846723048824)	(97.0, 0.002099887036404755)	(98.0, 0.001751053342925495)	(99.0, 0.0015513919525788132)	(100.0, 0.002689691373405872)
SRR16975752	(0.0, 0.0028774266989786993)	(1.0, 0.0021952140866132674)	(2.0, 0.0013186142144631303)	(3.0, 0.0011143218713772932)	(4.0, 0.001261659985481624)	(5.0, 0.0014362370786640667)	(6.0, 0.0015092870680099115)	(7.0, 0.0015390023179133062)	(8.0, 0.001587289599006322)	(9.0, 0.0016516726404636767)	(10.0, 0.001669006536240657)	(11.0, 0.0018485361710736652)	(12.0, 0.002134545451393837)	(13.0, 0.002624847074799846)	(14.0, 0.0034519215304443258)	(15.0, 0.004635578984929539)	(16.0, 0.007498148058956541)	(17.0, 0.012056962648302312)	(18.0, 0.01993150387270185)	(19.0, 0.033924910306375365)	(20.0, 0.057839495801544724)	(21.0, 0.09075037320496676)	(22.0, 0.13266868573535523)	(23.0, 0.1918243194805378)	(24.0, 0.2701029546739674)	(25.0, 0.3636725622135187)	(26.0, 0.4740436673026143)	(27.0, 0.6018650528974783)	(28.0, 0.7489803026275338)	(29.0, 0.9008438016650692)	(30.0, 1.0472025506580007)	(31.0, 1.2033376168691494)	(32.0, 1.3673410336276342)	(33.0, 1.52846702368714)	(34.0, 1.6754287446260279)	(35.0, 1.837097037996271)	(36.0, 2.0184888284898923)	(37.0, 2.204526103051744)	(38.0, 2.398366106984062)	(39.0, 2.5819147293665043)	(40.0, 2.74704361121508)	(41.0, 2.8888324023999523)	(42.0, 3.0030887764139162)	(43.0, 3.0914470720016602)	(44.0, 3.13700797891604)	(45.0, 3.1764376392670193)	(46.0, 3.1956423576525)	(47.0, 3.1790488668522796)	(48.0, 3.163839611443392)	(49.0, 3.1403385631760448)	(50.0, 3.129959274011872)	(51.0, 3.1123814655586015)	(52.0, 3.026282767098929)	(53.0, 2.906746983685461)	(54.0, 2.8343915883061084)	(55.0, 2.7775252669388997)	(56.0, 2.669995682621816)	(57.0, 2.5469695954801126)	(58.0, 2.467426824030376)	(59.0, 2.389549344710642)	(60.0, 2.2678010133147843)	(61.0, 2.122874786994279)	(62.0, 1.9767178540736077)	(63.0, 1.8540050151913026)	(64.0, 1.7221324505262754)	(65.0, 1.5455644356003055)	(66.0, 1.3637058680561187)	(67.0, 1.1837478383703364)	(68.0, 1.0080229936603753)	(69.0, 0.8456799164902428)	(70.0, 0.6936071725679709)	(71.0, 0.5632798008979206)	(72.0, 0.4556759284560786)	(73.0, 0.365929683070764)	(74.0, 0.29556273316411324)	(75.0, 0.24229319517062808)	(76.0, 0.20096794950289482)	(77.0, 0.16864766269130274)	(78.0, 0.1441561060938425)	(79.0, 0.1221346296446019)	(80.0, 0.10101327764035163)	(81.0, 0.08052708910278641)	(82.0, 0.06629348439906045)	(83.0, 0.055832478297652956)	(84.0, 0.044725165510846626)	(85.0, 0.03493894320932871)	(86.0, 0.027313267202870094)	(87.0, 0.020908392713275943)	(88.0, 0.01381387679884051)	(89.0, 0.010331001883080148)	(90.0, 0.00792778104714312)	(91.0, 0.004638055255754823)	(92.0, 0.002117211555616857)	(93.0, 0.0007837397162020295)	(94.0, 0.00041725163406016423)	(95.0, 0.00030829571774771775)	(96.0, 0.00017952963483300834)	(97.0, 0.00012505167667678513)	(98.0, 0.00010771778089980501)	(99.0, 7.552626017112765e-05)	(100.0, 0.00013248048915263374)
SRR16975753	(0.0, 0.0018225870037660195)	(1.0, 0.0012716011228720802)	(2.0, 0.0006648975686293155)	(3.0, 0.0005707966091957439)	(4.0, 0.0006042272132050391)	(5.0, 0.0006525158634406877)	(6.0, 0.0005918455080164113)	(7.0, 0.000633943305657746)	(8.0, 0.0007515695049497105)	(9.0, 0.0008345269297135169)	(10.0, 0.0009905364150902278)	(11.0, 0.0010970190797124275)	(12.0, 0.00124931405353255)	(13.0, 0.0017297242148513105)	(14.0, 0.002441672263197412)	(15.0, 0.0036526030306452155)	(16.0, 0.006105418828512393)	(17.0, 0.010507115023069594)	(18.0, 0.017648882575870137)	(19.0, 0.02910319804586976)	(20.0, 0.04855733323824184)	(21.0, 0.0766155153661914)	(22.0, 0.11522167214433304)	(23.0, 0.1700330046733508)	(24.0, 0.2376730219483059)	(25.0, 0.32031223688876476)	(26.0, 0.42086530289613033)	(27.0, 0.5349775742555624)	(28.0, 0.6572283404354794)	(29.0, 0.7866221123387159)	(30.0, 0.923599678669987)	(31.0, 1.073586702642949)	(32.0, 1.2185219908989515)	(33.0, 1.3633780362417465)	(34.0, 1.5194234285635042)	(35.0, 1.6733998379482424)	(36.0, 1.8377112566539284)	(37.0, 2.0469385491018803)	(38.0, 2.237800058243541)	(39.0, 2.4011853254011175)	(40.0, 2.5521121207978967)	(41.0, 2.653970218532144)	(42.0, 2.7544688050366797)	(43.0, 2.858102439294976)	(44.0, 2.9363226236536133)	(45.0, 2.9970078371241162)	(46.0, 2.999463129263021)	(47.0, 2.9978819855104333)	(48.0, 3.0265035352244656)	(49.0, 3.013985631278763)	(50.0, 3.0399290181604943)	(51.0, 3.0489689011187115)	(52.0, 3.031464884493549)	(53.0, 3.0100272001299584)	(54.0, 2.905689046846429)	(55.0, 2.845708352401159)	(56.0, 2.759809034484535)	(57.0, 2.611965283679724)	(58.0, 2.527782070102243)	(59.0, 2.4706070700527163)	(60.0, 2.386160126154718)	(61.0, 2.2644269152516854)	(62.0, 2.1224929523334066)	(63.0, 1.978780976550041)	(64.0, 1.8437993410951765)	(65.0, 1.6917742884481661)	(66.0, 1.525624186521969)	(67.0, 1.370599046707754)	(68.0, 1.205368905477072)	(69.0, 1.0336185582940587)	(70.0, 0.8790304926730022)	(71.0, 0.7408419955742833)	(72.0, 0.6401787323907389)	(73.0, 0.5507134833797894)	(74.0, 0.47526927732444224)	(75.0, 0.41010436291669394)	(76.0, 0.3438127133367804)	(77.0, 0.30506788146052616)	(78.0, 0.2707928451573665)	(79.0, 0.23393127064030256)	(80.0, 0.19806889973196085)	(81.0, 0.1581118989177399)	(82.0, 0.13060470267068428)	(83.0, 0.10756977833776105)	(84.0, 0.08752998848996686)	(85.0, 0.07018817220277469)	(86.0, 0.05279682909482801)	(87.0, 0.03776791533687153)	(88.0, 0.02652904153715403)	(89.0, 0.01949623299001341)	(90.0, 0.013429197447585766)	(91.0, 0.008814535923784167)	(92.0, 0.005720347797146066)	(93.0, 0.004102058928992407)	(94.0, 0.0035003080568250934)	(95.0, 0.0031697165282887295)	(96.0, 0.002608825283243888)	(97.0, 0.0020120270931520256)	(98.0, 0.001860970289850766)	(99.0, 0.0019204024747561796)	(100.0, 0.0034656392822969354)
