"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000205339",17397.7125183432,0.0102180383547488,0.0657058996743923,0.155511733427053,0.876417904534354,0.942430720332277
"ENSG00000205352",4516.24831638247,-0.0587263290867933,0.131474074180496,-0.446676118108045,0.655108927562686,0.819126353214901
"ENSG00000205356",3168.63751080831,0.208422429670075,0.114326941369351,1.82303862216285,0.0682975415146934,0.189636416475044
"ENSG00000205359",7.10282277155854,1.07652428687102,2.41136450925114,0.446437808444541,0.655281027100881,NA
"ENSG00000205362",14.4278851692961,-0.690959470530184,1.85793900335772,-0.371895670030858,0.709970529107885,NA
"ENSG00000205363",93.2753903054332,-0.114939299270705,0.524657131864198,-0.219075072633255,0.826591568281215,0.917259170691097
"ENSG00000205403",5915.82669702755,0.420465189577035,0.0844901542411475,4.97649925430323,6.47445256555439e-07,9.84413896774159e-06
"ENSG00000205413",1451.36635347971,0.608121583381971,0.153308319425215,3.96665742382375,7.28876395363821e-05,0.000669673610159804
"ENSG00000205420",3.60623899301931,-6.23417350318961,5.0184832697419,-1.24224255977449,0.214147081239059,NA
"ENSG00000205423",2441.57876137588,0.24540669530475,0.121881950619232,2.01347856723608,0.0440643075138276,0.136289137825732
"ENSG00000205426",12.3396215501299,-0.281091718394121,1.50627146766424,-0.186614248778149,0.85196309409822,NA
"ENSG00000205436",23.6543760862184,0.297518041744029,1.03762277561968,0.286730446492318,0.774318723061198,NA
"ENSG00000205445",6.4508112915295,-0.244236154928338,2.93258542828505,-0.0832835601557105,0.933626071972674,NA
"ENSG00000205456",136.176723535318,0.754828648273298,0.540720363177629,1.39596859980902,0.162723951027434,0.351243446951726
"ENSG00000205457",34.4138541167693,-0.372911259720117,0.993205280340702,-0.37546242161761,0.707316588815225,0.851894347928265
"ENSG00000205464",128.62163404851,-0.289388796637461,0.460930364968154,-0.62783626038058,0.530111209614028,0.73369495063106
"ENSG00000205476",4403.37006288032,0.421213273986998,0.106193586733404,3.96646621461653,7.29461102361631e-05,0.000669823866741304
"ENSG00000205482",70.4306184819041,1.11533544249952,0.705813915853389,1.58021174908543,0.114058382013425,0.274264364611659
"ENSG00000205502",12.1015356463359,-2.57568814254289,2.10562116079194,-1.22324385340721,0.221237606671239,NA
"ENSG00000205517",593.354307412046,-0.269664050402416,0.231910750961645,-1.16279236423591,0.244913755937739,0.460850493898935
"ENSG00000205531",212.405779061005,-0.0623683166962262,0.494531406251374,-0.126115987595182,0.89964011224704,0.952842058149769
"ENSG00000205534",805.432813519769,-0.425744071867547,0.186609423277468,-2.28147145192401,0.0225205641455938,0.0817173288093827
"ENSG00000205542",66658.5210602308,-0.0239925961260176,0.0863355723821758,-0.277899311535357,0.781089652408935,0.892930551460013
"ENSG00000205560",1379.60170557969,-0.102483309712382,0.166417328752548,-0.615821143630828,0.538012571039216,0.740314235145154
"ENSG00000205571",24.0018552064365,1.61147930583493,4.99689539334848,0.322496105878066,0.747076887368635,NA
"ENSG00000205578",32.8912138200422,-0.529170624323697,0.855700846209168,-0.618406101464047,0.536307676833926,0.738804614582034
